"","Spell","Rune"
"822","Call of the Ancients","The Council Rises"
"823","Furious Charge","Battering Ram"
"824","Battle Rage","Bloodshed"
"825","Ignore Pain","Bravado"
"826","Wrath of the Berserker","Insanity"
"827","Boon of Bul-Kathos","Passive"
"828","Brawler","Passive"
"829","Berserker Rage","Passive"
"830","Rampage","Passive"
"831","Frenzy","Maniac"
"832","Furious Charge","Ignore Pain"
"833","Ignorance is Bliss","Battle Rage"
"834","Bloodshed","Wrath of the Berserker"
"835","Insanity","Call of the Ancients"
"836","The Council Rises","Superstition"
"837","Berserker Rage","Passive"
"838","Boon of Bul-Kathos","Passive"
"839","Brawler","Passive"
"840",NA,"Passive"
"841","Call of the Ancients","Together as One"
"842","War Cry","Impunity"
"843","Furious Charge","Merciless Assault"
"844","Battle Rage","Bloodshed"
"845","Wrath of the Berserker","Striding Giant"
"846","Ignore Pain","Ignorance is Bliss"
"847","Boon of Bul-Kathos","Passive"
"848","Tough as Nails","Passive"
"849","Berserker Rage","Passive"
"850","Ruthless","Passive"
"851","Frenzy","Vanguard"
"852","Furious Charge","Merciless Assault"
"853","Ignore Pain","Iron Hide"
"854","Sprint","Run Like the Wind"
"855","Battle Rage","Bloodshed"
"856","Wrath of the Berserker","Insanity"
"857","Rampage","Passive"
"858","Boon of Bul-Kathos","Passive"
"859","Berserker Rage","Passive"
"860","Brawler","Passive"
"861","Seismic Slam","Rumble"
"862","Furious Charge","Merciless Assault"
"863","Ignore Pain","Ignorance is Bliss"
"864","Call of the Ancients","Ancients' Fury"
"865","Battle Rage","Bloodshed"
"866","Wrath of the Berserker","Striding Giant"
"867","Superstition","Passive"
"868","Rampage","Passive"
"869","Tough as Nails","Passive"
"870","Boon of Bul-Kathos","Passive"
"871","Call of the Ancients","Together as One"
"872","War Cry","Impunity"
"873","Furious Charge","Battering Ram"
"874","Ignore Pain","Ignorance is Bliss"
"875","Battle Rage","Bloodshed"
"876","Wrath of the Berserker","Striding Giant"
"877","Rampage","Passive"
"878","Berserker Rage","Passive"
"879","Brawler","Passive"
"880","Boon of Bul-Kathos","Passive"
"881","Frenzy","Maniac"
"882","Furious Charge","Battering Ram"
"883","Battle Rage","Bloodshed"
"884","Wrath of the Berserker","Insanity"
"885","Call of the Ancients","The Council Rises"
"886","Ignore Pain","Ignorance is Bliss"
"887","Brawler","Passive"
"888","Ruthless","Passive"
"889","Rampage","Passive"
"890","Boon of Bul-Kathos","Passive"
"891","Call of the Ancients","Together as One"
"892","Furious Charge","Battering Ram"
"893","War Cry","Impunity"
"894","Wrath of the Berserker","Insanity"
"895","Ignore Pain","Iron Hide"
"896","Battle Rage","Bloodshed"
"897","Boon of Bul-Kathos","Passive"
"898","Ruthless","Passive"
"899","Berserker Rage","Passive"
"900","Superstition","Passive"
"901","Call of the Ancients","The Council Rises"
"902","Furious Charge","Battering Ram"
"903","War Cry","Impunity"
"904","Battle Rage","Bloodshed"
"905","Ignore Pain","Iron Hide"
"906","Wrath of the Berserker","Insanity"
"907","Brawler","Passive"
"908","Berserker Rage","Passive"
"909","Rampage","Passive"
"910","Boon of Bul-Kathos","Passive"
"911","Call of the Ancients","The Council Rises"
"912","Furious Charge","Battering Ram"
"913","Wrath of the Berserker","Insanity"
"914","Ignore Pain","Ignorance is Bliss"
"915","War Cry","Impunity"
"916","Battle Rage","Bloodshed"
"917","Ruthless","Passive"
"918","Boon of Bul-Kathos","Passive"
"919","Superstition","Passive"
"920","Berserker Rage","Passive"
"921","Call of the Ancients","The Council Rises"
"922","Furious Charge","Battering Ram"
"923","Battle Rage","Bloodshed"
"924","Wrath of the Berserker","Insanity"
"925","Ignore Pain","Iron Hide"
"926","War Cry","Impunity"
"927","Ruthless","Passive"
"928","Boon of Bul-Kathos","Passive"
"929","Tough as Nails","Passive"
"930","Superstition","Passive"
"931","Call of the Ancients","The Council Rises"
"932","Furious Charge","Battering Ram"
"933","Ignore Pain","Iron Hide"
"934","Battle Rage","Bloodshed"
"935","War Cry","Impunity"
"936","Wrath of the Berserker","Insanity"
"937","Berserker Rage","Passive"
"938","Boon of Bul-Kathos","Passive"
"939","Ruthless","Passive"
"940","Superstition","Passive"
"941","Weapon Throw","Balanced Weapon"
"942","Seismic Slam","Shattered Ground"
"943","Ignore Pain","Ignorance is Bliss"
"944","Battle Rage","Bloodshed"
"945","Wrath of the Berserker","Insanity"
"946","Call of the Ancients","The Council Rises"
"947","Unforgiving","Passive"
"948","Bloodthirst","Passive"
"949","Rampage","Passive"
"950","Ruthless","Passive"
"951","Frenzy","Maniac"
"952","Ignore Pain","Ignorance is Bliss"
"953","Furious Charge","Stamina"
"954","Battle Rage","Bloodshed"
"955","Call of the Ancients","The Council Rises"
"956","Wrath of the Berserker","Insanity"
"957","Berserker Rage","Passive"
"958","Boon of Bul-Kathos","Passive"
"959","Ruthless","Passive"
"960","Rampage","Passive"
"961","Frenzy","Maniac"
"962","Ignore Pain","Ignorance is Bliss"
"963","Call of the Ancients","The Council Rises"
"964","Battle Rage","Bloodshed"
"965","Furious Charge","Battering Ram"
"966","Wrath of the Berserker","Striding Giant"
"967","Superstition","Passive"
"968","Ruthless","Passive"
"969","Berserker Rage","Passive"
"970","Boon of Bul-Kathos","Passive"
"971","Call of the Ancients","Together as One"
"972","Furious Charge","Battering Ram"
"973","War Cry","Invigorate"
"974","Ignore Pain","Iron Hide"
"975","Wrath of the Berserker","Striding Giant"
"976","Battle Rage","Bloodshed"
"977","Ruthless","Passive"
"978","Boon of Bul-Kathos","Passive"
"979","Brawler","Passive"
"980","Rampage","Passive"
"981","Earthquake","Molten Fury"
"982","Leap","Call of Arreat"
"983","Battle Rage","Into the Fray"
"984","War Cry","Impunity"
"985","Wrath of the Berserker","Insanity"
"986","Call of the Ancients","The Council Rises"
"987","Brawler","Passive"
"988","Weapons Master","Passive"
"989","Berserker Rage","Passive"
"990","Ruthless","Passive"
"991","Call of the Ancients","Ancients' Fury"
"992","Whirlwind","Blood Funnel"
"993","Wrath of the Berserker","Insanity"
"994","Battle Rage","Marauder's Rage"
"995","Overpower","Storm of Steel"
"996","War Cry","Impunity"
"997","Superstition","Passive"
"998","Weapons Master","Passive"
"999","Tough as Nails","Passive"
"1000","Berserker Rage","Passive"
"1001","Earthquake","Molten Fury"
"1002","Leap","Call of Arreat"
"1003","Ignore Pain","Bravado"
"1004","Sprint","Marathon"
"1005","Battle Rage","Marauder's Rage"
"1006","Wrath of the Berserker","Insanity"
"1007","Berserker Rage","Passive"
"1008","Ruthless","Passive"
"1009","Rampage","Passive"
"1010","Boon of Bul-Kathos","Passive"
"1011","Call of the Ancients","Together as One"
"1012","Furious Charge","Stamina"
"1013","War Cry","Impunity"
"1014","Ignore Pain","Ignorance is Bliss"
"1015","Battle Rage","Bloodshed"
"1016","Wrath of the Berserker","Insanity"
"1017","Berserker Rage","Passive"
"1018","Superstition","Passive"
"1019","Ruthless","Passive"
"1020","Rampage","Passive"
"1021","Frenzy","Maniac"
"1022","Furious Charge","Battering Ram"
"1023","Battle Rage","Bloodshed"
"1024","Ignore Pain","Ignorance is Bliss"
"1025","Call of the Ancients","The Council Rises"
"1026","Wrath of the Berserker","Insanity"
"1027","Rampage","Passive"
"1028","Boon of Bul-Kathos","Passive"
"1029","Berserker Rage","Passive"
"1030","Ruthless","Passive"
"1031","Frenzy","Maniac"
"1032","Furious Charge","Battering Ram"
"1033","Ignore Pain","Ignorance is Bliss"
"1034","Battle Rage","Bloodshed"
"1035","Call of the Ancients","The Council Rises"
"1036","Wrath of the Berserker","Striding Giant"
"1037","Berserker Rage","Passive"
"1038","Brawler","Passive"
"1039","Boon of Bul-Kathos","Passive"
"1040","Rampage","Passive"
"1041","Call of the Ancients","Together as One"
"1042","War Cry","Impunity"
"1043","Ignore Pain","Ignorance is Bliss"
"1044","Furious Charge","Merciless Assault"
"1045","Battle Rage","Bloodshed"
"1046","Wrath of the Berserker","Insanity"
"1047","Berserker Rage","Passive"
"1048","Rampage","Passive"
"1049","Boon of Bul-Kathos","Passive"
"1050","Brawler","Passive"
"1051","Call of the Ancients","The Council Rises"
"1052","Frenzy","Maniac"
"1053","Furious Charge","Battering Ram"
"1054","Sprint","Marathon"
"1055","Battle Rage","Bloodshed"
"1056","Wrath of the Berserker","Insanity"
"1057","Berserker Rage","Passive"
"1058","Brawler","Passive"
"1059","Boon of Bul-Kathos","Passive"
"1060","Rampage","Passive"
"1061","Frenzy","Maniac"
"1062","Call of the Ancients","The Council Rises"
"1063","Wrath of the Berserker","Insanity"
"1064","Battle Rage","Bloodshed"
"1065","Ignore Pain","Ignorance is Bliss"
"1066","Furious Charge","Battering Ram"
"1067","Ruthless","Passive"
"1068","Rampage","Passive"
"1069","Boon of Bul-Kathos","Passive"
"1070","Berserker Rage","Passive"
"1071","Call of the Ancients","Together as One"
"1072","Furious Charge","Merciless Assault"
"1073","Battle Rage","Bloodshed"
"1074","Ignore Pain","Ignorance is Bliss"
"1075","Wrath of the Berserker","Insanity"
"1076","War Cry","Impunity"
"1077","Superstition","Passive"
"1078","Boon of Bul-Kathos","Passive"
"1079","Rampage","Passive"
"1080","Berserker Rage","Passive"
"1081","Call of the Ancients","Together as One"
"1082","Ignore Pain","Ignorance is Bliss"
"1083","Furious Charge","Merciless Assault"
"1084","War Cry","Impunity"
"1085","Battle Rage","Bloodshed"
"1086","Wrath of the Berserker","Insanity"
"1087","Boon of Bul-Kathos","Passive"
"1088","Superstition","Passive"
"1089","Rampage","Passive"
"1090","Tough as Nails","Passive"
"1091","Call of the Ancients","Together as One"
"1092","Leap","Death from Above"
"1093","Ground Stomp","Wrenching Smash"
"1094","Wrath of the Berserker","Insanity"
"1095","Earthquake","Molten Fury"
"1096","Ignore Pain","Iron Hide"
"1097","Boon of Bul-Kathos","Passive"
"1098","Rampage","Passive"
"1099","Berserker Rage","Passive"
"1100","Ruthless","Passive"
"1101","Furious Charge","Battering Ram"
"1102","Call of the Ancients","The Council Rises"
"1103","War Cry","Impunity"
"1104","Battle Rage","Bloodshed"
"1105","Ignore Pain","Ignorance is Bliss"
"1106","Wrath of the Berserker","Insanity"
"1107","Brawler","Passive"
"1108","Rampage","Passive"
"1109","Berserker Rage","Passive"
"1110","Boon of Bul-Kathos","Passive"
"1111","Frenzy","Maniac"
"1112","Furious Charge","Battering Ram"
"1113","War Cry","Impunity"
"1114","Battle Rage","Bloodshed"
"1115","Ignore Pain","Ignorance is Bliss"
"1116","Wrath of the Berserker","Striding Giant"
"1117","Berserker Rage","Passive"
"1118","Superstition","Passive"
"1119","Tough as Nails","Passive"
"1120","Boon of Bul-Kathos","Passive"
"1121","Whirlwind","Hurricane"
"1122","Leap","Death from Above"
"1123","War Cry","Impunity"
"1124","Earthquake","Chilling Earth"
"1125","Wrath of the Berserker","Insanity"
"1126","Call of the Ancients","Duty to the Clan"
"1127","Rampage","Passive"
"1128","Superstition","Passive"
"1129","Ruthless","Passive"
"1130","Boon of Bul-Kathos","Passive"
"1131","Frenzy","Maniac"
"1132","Furious Charge","Dreadnought"
"1133","Sprint","Marathon"
"1134","Battle Rage","Bloodshed"
"1135","War Cry","Impunity"
"1136","Wrath of the Berserker","Insanity"
"1137","Brawler","Passive"
"1138","Boon of Bul-Kathos","Passive"
"1139","Rampage","Passive"
"1140","Berserker Rage","Passive"
"1141","Call of the Ancients","The Council Rises"
"1142","Furious Charge","Cold Rush"
"1143","Ignore Pain","Bravado"
"1144","War Cry","Impunity"
"1145","Battle Rage","Bloodshed"
"1146","Wrath of the Berserker","Insanity"
"1147","Ruthless","Passive"
"1148","Berserker Rage","Passive"
"1149","Rampage","Passive"
"1150","Boon of Bul-Kathos","Passive"
"1151","Call of the Ancients","Together as One"
"1152","Battle Rage","Bloodshed"
"1153","Furious Charge","Merciless Assault"
"1154","Ignore Pain","Ignorance is Bliss"
"1155","War Cry","Impunity"
"1156","Wrath of the Berserker","Insanity"
"1157","Brawler","Passive"
"1158","Berserker Rage","Passive"
"1159","Boon of Bul-Kathos","Passive"
"1160","Ruthless","Passive"
"1161","Call of the Ancients","Together as One"
"1162","Furious Charge","Battering Ram"
"1163","War Cry","Impunity"
"1164","Ignore Pain","Ignorance is Bliss"
"1165","Battle Rage","Bloodshed"
"1166","Wrath of the Berserker","Arreat's Wail"
"1167","Berserker Rage","Passive"
"1168","Nerves of Steel","Passive"
"1169","Ruthless","Passive"
"1170","Rampage","Passive"
"1171","Call of the Ancients","Together as One"
"1172","Furious Charge","Cold Rush"
"1173","Ignore Pain","Ignorance is Bliss"
"1174","War Cry","Impunity"
"1175","Battle Rage","Bloodshed"
"1176","Wrath of the Berserker","Striding Giant"
"1177","Boon of Bul-Kathos","Passive"
"1178","Berserker Rage","Passive"
"1179","Brawler","Passive"
"1180","Superstition","Passive"
"1181","Frenzy","Maniac"
"1182","Call of the Ancients","The Council Rises"
"1183","Sprint","Forced March"
"1184","Wrath of the Berserker","Insanity"
"1185","Furious Charge","Battering Ram"
"1186","Battle Rage","Bloodshed"
"1187","Ruthless","Passive"
"1188","Rampage","Passive"
"1189","Boon of Bul-Kathos","Passive"
"1190","Berserker Rage","Passive"
"1191","Frenzy","Maniac"
"1192","Furious Charge","Battering Ram"
"1193","Ignore Pain","Ignorance is Bliss"
"1194","Battle Rage","Bloodshed"
"1195","Wrath of the Berserker","Insanity"
"1196","Call of the Ancients","The Council Rises"
"1197","Berserker Rage","Passive"
"1198","Boon of Bul-Kathos","Passive"
"1199","Superstition","Passive"
"1200","Tough as Nails","Passive"
"1201","Frenzy","Maniac"
"1202","Battle Rage","Bloodshed"
"1203","Furious Charge","Stamina"
"1204","Ignore Pain","Ignorance is Bliss"
"1205","Wrath of the Berserker","Striding Giant"
"1206","Call of the Ancients","The Council Rises"
"1207","Berserker Rage","Passive"
"1208","Ruthless","Passive"
"1209","Boon of Bul-Kathos","Passive"
"1210","Rampage","Passive"
"1211","Call of the Ancients","Together as One"
"1212","Rend","Mutilate"
"1213","Leap","Call of Arreat"
"1214","Earthquake","Chilling Earth"
"1215","Wrath of the Berserker","Striding Giant"
"1216","Ignore Pain","Ignorance is Bliss"
"1217","Tough as Nails","Passive"
"1218","Superstition","Passive"
"1219","Nerves of Steel","Passive"
"1220","Relentless","Passive"
"1221","Call of the Ancients","Together as One"
"1222","Ignore Pain","Ignorance is Bliss"
"1223","Battle Rage","Bloodshed"
"1224","War Cry","Impunity"
"1225","Furious Charge","Dreadnought"
"1226","Wrath of the Berserker","Striding Giant"
"1227","Ruthless","Passive"
"1228","Berserker Rage","Passive"
"1229","Rampage","Passive"
"1230","Boon of Bul-Kathos","Passive"
"1231","Frenzy","Maniac"
"1232","Furious Charge","Battering Ram"
"1233","Battle Rage","Bloodshed"
"1234","Ignore Pain","Iron Hide"
"1235","Call of the Ancients","The Council Rises"
"1236","Wrath of the Berserker","Insanity"
"1237","Berserker Rage","Passive"
"1238","Boon of Bul-Kathos","Passive"
"1239","Rampage","Passive"
"1240","Superstition","Passive"
"1241","Frenzy","Maniac"
"1242","Wrath of the Berserker","Insanity"
"1243","Furious Charge","Battering Ram"
"1244","Battle Rage","Bloodshed"
"1245","Ignore Pain","Ignorance is Bliss"
"1246","Call of the Ancients","The Council Rises"
"1247","Berserker Rage","Passive"
"1248","Brawler","Passive"
"1249","Rampage","Passive"
"1250","Boon of Bul-Kathos","Passive"
"1251","Furious Charge","Merciless Assault"
"1252","Overpower","Killing Spree"
"1253","Wrath of the Berserker","Insanity"
"1254","Sprint","Forced March"
"1255","Battle Rage","Bloodshed"
"1256","War Cry","Impunity"
"1257","Brawler","Passive"
"1258","Rampage","Passive"
"1259","Berserker Rage","Passive"
"1260","Boon of Bul-Kathos","Passive"
"1261","Call of the Ancients","Together as One"
"1262","Furious Charge","Battering Ram"
"1263","Wrath of the Berserker","Insanity"
"1264","War Cry","Impunity"
"1265","Battle Rage","Bloodshed"
"1266","Ignore Pain","Ignorance is Bliss"
"1267","Brawler","Passive"
"1268","Berserker Rage","Passive"
"1269","Boon of Bul-Kathos","Passive"
"1270","Rampage","Passive"
"1271","Frenzy","Smite"
"1272","Ignore Pain","Ignorance is Bliss"
"1273","Furious Charge","Dreadnought"
"1274","Sprint","Marathon"
"1275","Call of the Ancients","Together as One"
"1276","Wrath of the Berserker","Insanity"
"1277","Tough as Nails","Passive"
"1278","Boon of Bul-Kathos","Passive"
"1279","Berserker Rage","Passive"
"1280","Ruthless","Passive"
"1281","Frenzy","Maniac"
"1282","Furious Charge","Battering Ram"
"1283","Ignore Pain","Iron Hide"
"1284","Battle Rage","Bloodshed"
"1285","Call of the Ancients","The Council Rises"
"1286","Wrath of the Berserker","Insanity"
"1287","Ruthless","Passive"
"1288","Rampage","Passive"
"1289","Boon of Bul-Kathos","Passive"
"1290","Superstition","Passive"
"1291","Frenzy","Maniac"
"1292","Ignore Pain","Ignorance is Bliss"
"1293","Wrath of the Berserker","Insanity"
"1294","Furious Charge","Battering Ram"
"1295","Battle Rage","Bloodshed"
"1296","Call of the Ancients","The Council Rises"
"1297","Superstition","Passive"
"1298","Berserker Rage","Passive"
"1299","Boon of Bul-Kathos","Passive"
"1300","Ruthless","Passive"
"1301","Call of the Ancients","Together as One"
"1302","Furious Charge","Battering Ram"
"1303","Wrath of the Berserker","Striding Giant"
"1304","Ignore Pain","Iron Hide"
"1305","Battle Rage","Bloodshed"
"1306","War Cry","Impunity"
"1307","Relentless","Passive"
"1308","Berserker Rage","Passive"
"1309","Superstition","Passive"
"1310","Nerves of Steel","Passive"
"1311","Frenzy","Maniac"
"1312","Furious Charge","Battering Ram"
"1313","Ignore Pain","Ignorance is Bliss"
"1314","Battle Rage","Bloodshed"
"1315","Wrath of the Berserker","Insanity"
"1316","Call of the Ancients","The Council Rises"
"1317","Ruthless","Passive"
"1318","Boon of Bul-Kathos","Passive"
"1319","Berserker Rage","Passive"
"1320","Superstition","Passive"
"1321","Earthquake","Molten Fury"
"1322","Ignore Pain","Ignorance is Bliss"
"1323","Battle Rage","Marauder's Rage"
"1324","Leap","Death from Above"
"1325","War Cry","Impunity"
"1326","Call of the Ancients","The Council Rises"
"1327","Berserker Rage","Passive"
"1328","Superstition","Passive"
"1329","Tough as Nails","Passive"
"1330","Brawler","Passive"
"1331","Frenzy","Maniac"
"1332","Furious Charge","Battering Ram"
"1333","Battle Rage","Bloodshed"
"1334","Call of the Ancients","The Council Rises"
"1335","War Cry","Impunity"
"1336","Wrath of the Berserker","Insanity"
"1337","Berserker Rage","Passive"
"1338","Boon of Bul-Kathos","Passive"
"1339","Rampage","Passive"
"1340","Ruthless","Passive"
"1341","Frenzy","Vanguard"
"1342","Furious Charge","Merciless Assault"
"1343","Wrath of the Berserker","Striding Giant"
"1344","Ignore Pain","Ignorance is Bliss"
"1345","Battle Rage","Bloodshed"
"1346","Call of the Ancients","The Council Rises"
"1347","Berserker Rage","Passive"
"1348","Boon of Bul-Kathos","Passive"
"1349","Rampage","Passive"
"1350","Ruthless","Passive"
"1351","Call of the Ancients","The Council Rises"
"1352","Furious Charge","Merciless Assault"
"1353","Sprint","Gangway"
"1354","Wrath of the Berserker","Striding Giant"
"1355","War Cry","Invigorate"
"1356","Battle Rage","Marauder's Rage"
"1357","Rampage","Passive"
"1358","Ruthless","Passive"
"1359","Berserker Rage","Passive"
"1360","Boon of Bul-Kathos","Passive"
"1361","Frenzy","Maniac"
"1362","Ignore Pain","Ignorance is Bliss"
"1363","Furious Charge","Battering Ram"
"1364","Wrath of the Berserker","Insanity"
"1365","Battle Rage","Bloodshed"
"1366","Call of the Ancients","The Council Rises"
"1367","Ruthless","Passive"
"1368","Boon of Bul-Kathos","Passive"
"1369","Berserker Rage","Passive"
"1370","Superstition","Passive"
"1371","Frenzy","Maniac"
"1372","Furious Charge","Battering Ram"
"1373","Battle Rage","Bloodshed"
"1374","Ignore Pain","Ignorance is Bliss"
"1375","Call of the Ancients","The Council Rises"
"1376","Wrath of the Berserker","Insanity"
"1377","Boon of Bul-Kathos","Passive"
"1378","Berserker Rage","Passive"
"1379","Ruthless","Passive"
"1380","Superstition","Passive"
"1381","Frenzy","Vanguard"
"1382","Furious Charge","Merciless Assault"
"1383","Ignore Pain","Ignorance is Bliss"
"1384","Battle Rage","Marauder's Rage"
"1385","Call of the Ancients","Ancients' Blessing"
"1386","Wrath of the Berserker","Striding Giant"
"1387","Boon of Bul-Kathos","Passive"
"1388","Ruthless","Passive"
"1389","Brawler","Passive"
"1390","Berserker Rage","Passive"
"1391","Frenzy","Maniac"
"1392","Furious Charge","Battering Ram"
"1393","Battle Rage","Bloodshed"
"1394","Overpower","Killing Spree"
"1395","Call of the Ancients","The Council Rises"
"1396","Wrath of the Berserker","Insanity"
"1397","Berserker Rage","Passive"
"1398","Ruthless","Passive"
"1399","Brawler","Passive"
"1400","Boon of Bul-Kathos","Passive"
"1401","Call of the Ancients","Together as One"
"1402","Battle Rage","Bloodshed"
"1403","Furious Charge","Battering Ram"
"1404","War Cry","Impunity"
"1405","Wrath of the Berserker","Insanity"
"1406","Ignore Pain","Iron Hide"
"1407","Berserker Rage","Passive"
"1408","Rampage","Passive"
"1409","Boon of Bul-Kathos","Passive"
"1410","Brawler","Passive"
"1411","Frenzy","Maniac"
"1412","Furious Charge","Battering Ram"
"1413","Ignore Pain","Ignorance is Bliss"
"1414","Battle Rage","Bloodshed"
"1415","Call of the Ancients","The Council Rises"
"1416","Wrath of the Berserker","Insanity"
"1417","Ruthless","Passive"
"1418","Berserker Rage","Passive"
"1419","Superstition","Passive"
"1420","Boon of Bul-Kathos","Passive"
"1421","Cleave","Reaping Swing"
"1422","Hammer of the Ancients","Smash"
"1423","Leap","Call of Arreat"
"1424","Earthquake","Molten Fury"
"1425","War Cry","Invigorate"
"1426","Overpower","Killing Spree"
"1427","Ruthless","Passive"
"1428","Weapons Master","Passive"
"1429","Bloodthirst","Passive"
"1430",NA,"Passive"
"1431","Call of the Ancients","The Council Rises"
"1432","Earthquake","Molten Fury"
"1433","Ignore Pain","Ignorance is Bliss"
"1434","Leap","Death from Above"
"1435","Sprint","Marathon"
"1436","Wrath of the Berserker","Insanity"
"1437","Rampage","Passive"
"1438","Unforgiving","Passive"
"1439","Superstition","Passive"
"1440","Boon of Bul-Kathos","Passive"
"1441","Frenzy","Maniac"
"1442","Furious Charge","Battering Ram"
"1443","Ignore Pain","Ignorance is Bliss"
"1444","Call of the Ancients","The Council Rises"
"1445","Battle Rage","Bloodshed"
"1446","Wrath of the Berserker","Insanity"
"1447","Boon of Bul-Kathos","Passive"
"1448","Brawler","Passive"
"1449","Berserker Rage","Passive"
"1450","Rampage","Passive"
"1451","Call of the Ancients","Together as One"
"1452","Furious Charge","Dreadnought"
"1453","Battle Rage","Bloodshed"
"1454","War Cry","Impunity"
"1455","Wrath of the Berserker","Striding Giant"
"1456","Ignore Pain","Ignorance is Bliss"
"1457","Berserker Rage","Passive"
"1458","Ruthless","Passive"
"1459","Boon of Bul-Kathos","Passive"
"1460","Rampage","Passive"
"1461","Frenzy","Maniac"
"1462","Call of the Ancients","The Council Rises"
"1463","War Cry","Impunity"
"1464","Furious Charge","Battering Ram"
"1465","Battle Rage","Bloodshed"
"1466","Wrath of the Berserker","Insanity"
"1467","Boon of Bul-Kathos","Passive"
"1468","Rampage","Passive"
"1469","Ruthless","Passive"
"1470","Berserker Rage","Passive"
"1471","Call of the Ancients","The Council Rises"
"1472","Furious Charge","Battering Ram"
"1473","Wrath of the Berserker","Insanity"
"1474","War Cry","Impunity"
"1475","Battle Rage","Bloodshed"
"1476","Sprint","Forced March"
"1477","Superstition","Passive"
"1478","Rampage","Passive"
"1479","Boon of Bul-Kathos","Passive"
"1480","Brawler","Passive"
"1481","Frenzy","Maniac"
"1482","Furious Charge","Battering Ram"
"1483","Ignore Pain","Ignorance is Bliss"
"1484","Call of the Ancients","The Council Rises"
"1485","Battle Rage","Bloodshed"
"1486","Wrath of the Berserker","Insanity"
"1487","Berserker Rage","Passive"
"1488","Boon of Bul-Kathos","Passive"
"1489","Ruthless","Passive"
"1490","Brawler","Passive"
"1491","Frenzy","Maniac"
"1492","Furious Charge","Battering Ram"
"1493","Ignore Pain","Ignorance is Bliss"
"1494","Battle Rage","Bloodshed"
"1495","Call of the Ancients","The Council Rises"
"1496","Wrath of the Berserker","Insanity"
"1497","Berserker Rage","Passive"
"1498","Rampage","Passive"
"1499","Ruthless","Passive"
"1500","Boon of Bul-Kathos","Passive"
"1501","Frenzy","Maniac"
"1502","Furious Charge","Battering Ram"
"1503","Wrath of the Berserker","Insanity"
"1504","Call of the Ancients","The Council Rises"
"1505","Battle Rage","Bloodshed"
"1506","Ignore Pain","Ignorance is Bliss"
"1507","Rampage","Passive"
"1508","Berserker Rage","Passive"
"1509","Ruthless","Passive"
"1510","Boon of Bul-Kathos","Passive"
"1511","Call of the Ancients","Together as One"
"1512","Furious Charge","Merciless Assault"
"1513","Wrath of the Berserker","Striding Giant"
"1514","Ignore Pain","Ignorance is Bliss"
"1515","War Cry","Impunity"
"1516","Battle Rage","Bloodshed"
"1517","Rampage","Passive"
"1518","Superstition","Passive"
"1519","Berserker Rage","Passive"
"1520","Boon of Bul-Kathos","Passive"
"1521","Call of the Ancients","Together as One"
"1522","Furious Charge","Battering Ram"
"1523","War Cry","Impunity"
"1524","Battle Rage","Bloodshed"
"1525","Wrath of the Berserker","Striding Giant"
"1526","Ignore Pain","Iron Hide"
"1527","Boon of Bul-Kathos","Passive"
"1528","Berserker Rage","Passive"
"1529","Superstition","Passive"
"1530","Rampage","Passive"
"1531","Frenzy","Maniac"
"1532","Call of the Ancients","The Council Rises"
"1533","Furious Charge","Battering Ram"
"1534","Sprint","Marathon"
"1535","Battle Rage","Bloodshed"
"1536","War Cry","Charge!"
"1537","Ruthless","Passive"
"1538","Berserker Rage","Passive"
"1539","Rampage","Passive"
"1540","Boon of Bul-Kathos","Passive"
"1541","Frenzy","Maniac"
"1542","Battle Rage","Bloodshed"
"1543","Furious Charge","Battering Ram"
"1544","War Cry","Charge!"
"1545","Call of the Ancients","The Council Rises"
"1546","Wrath of the Berserker","Insanity"
"1547","Tough as Nails","Passive"
"1548","Boon of Bul-Kathos","Passive"
"1549","Berserker Rage","Passive"
"1550","Rampage","Passive"
"1551","Call of the Ancients","The Council Rises"
"1552","Furious Charge","Battering Ram"
"1553","Ignore Pain","Iron Hide"
"1554","War Cry","Impunity"
"1555","Battle Rage","Bloodshed"
"1556","Wrath of the Berserker","Insanity"
"1557","Superstition","Passive"
"1558","Tough as Nails","Passive"
"1559","Brawler","Passive"
"1560","Berserker Rage","Passive"
"1561","Frenzy","Maniac"
"1562","Furious Charge","Battering Ram"
"1563","Ignore Pain","Ignorance is Bliss"
"1564","Wrath of the Berserker","Insanity"
"1565","War Cry","Impunity"
"1566","Call of the Ancients","The Council Rises"
"1567","Berserker Rage","Passive"
"1568","Boon of Bul-Kathos","Passive"
"1569","Rampage","Passive"
"1570","Brawler","Passive"
"1571","Call of the Ancients","Together as One"
"1572","Furious Charge","Battering Ram"
"1573","Ignore Pain","Ignorance is Bliss"
"1574","Battle Rage","Bloodshed"
"1575","War Cry","Impunity"
"1576","Wrath of the Berserker","Insanity"
"1577","Boon of Bul-Kathos","Passive"
"1578","Rampage","Passive"
"1579","Berserker Rage","Passive"
"1580","Ruthless","Passive"
"1581","Frenzy","Maniac"
"1582","Furious Charge","Battering Ram"
"1583","Ignore Pain","Ignorance is Bliss"
"1584","Battle Rage","Bloodshed"
"1585","Sprint","Marathon"
"1586","Wrath of the Berserker","Striding Giant"
"1587","Berserker Rage","Passive"
"1588","Ruthless","Passive"
"1589","Superstition","Passive"
"1590","Boon of Bul-Kathos","Passive"
"1591","Call of the Ancients","The Council Rises"
"1592","Furious Charge","Battering Ram"
