"","Spell","Rune"
"7967","Creeping Death","Passive"
"7968","Pierce the Veil","Passive"
"7969","Spirit Vessel","Passive"
"7970","Grave Injustice","Passive"
"7971","Piranhas","Piranhado"
"7972","Horrify","Face of Death"
"7973","Spirit Walk","Jaunt"
"7974","Big Bad Voodoo","Slam Dance"
"7975","Mass Confusion","Paranoia"
"7976","Summon Zombie Dogs","Life Link"
"7977","Spirit Vessel","Passive"
"7978","Jungle Fortitude","Passive"
"7979","Tribal Rites","Passive"
"7980","Grave Injustice","Passive"
"7981","Mass Confusion","Paranoia"
"7982","Piranhas","Piranhado"
"7983","Big Bad Voodoo","Slam Dance"
"7984","Spirit Walk","Jaunt"
"7985","Horrify","Face of Death"
"7986","Fetish Army","Legion of Daggers"
"7987","Creeping Death","Passive"
"7988","Spirit Vessel","Passive"
"7989","Grave Injustice","Passive"
"7990","Tribal Rites","Passive"
"7991","Plague of Toads","Rain of Toads"
"7992","Piranhas","Piranhado"
"7993","Spirit Walk","Healing Journey"
"7994","Summon Zombie Dogs","Rabid Dogs"
"7995","Fetish Army","Head Hunters"
"7996","Big Bad Voodoo","Slam Dance"
"7997","Fierce Loyalty","Passive"
"7998","Fetish Sycophants","Passive"
"7999","Pierce the Veil","Passive"
"8000","Midnight Feast","Passive"
"8001","Haunt","Grasping Spirit"
"8002","Locust Swarm","Devouring Swarm"
"8003","Horrify","Stalker"
"8004","Spirit Walk","Jaunt"
"8005","Soul Harvest","Siphon"
"8006","Piranhas","Piranhado"
"8007","Spirit Vessel","Passive"
"8008","Grave Injustice","Passive"
"8009","Pierce the Veil","Passive"
"8010","Creeping Death","Passive"
"8011","Plague of Toads","Rain of Toads"
"8012","Sacrifice","Provoke the Pack"
"8013","Summon Zombie Dogs","Final Gift"
"8014","Horrify","Face of Death"
"8015","Fetish Army","Legion of Daggers"
"8016","Big Bad Voodoo","Slam Dance"
"8017","Fetish Sycophants","Passive"
"8018","Grave Injustice","Passive"
"8019","Gruesome Feast","Passive"
"8020","Pierce the Veil","Passive"
"8021","Haunt","Resentful Spirits"
"8022","Locust Swarm","Searing Locusts"
"8023","Spirit Walk","Honored Guest"
"8024","Horrify","Frightening Aspect"
"8025","Piranhas","Piranhado"
"8026","Soul Harvest","Siphon"
"8027","Creeping Death","Passive"
"8028","Pierce the Veil","Passive"
"8029","Spirit Vessel","Passive"
"8030","Grave Injustice","Passive"
"8031","Piranhas","Piranhado"
"8032","Gargantuan","Wrathful Protector"
"8033","Big Bad Voodoo","Slam Dance"
"8034","Spirit Walk","Jaunt"
"8035","Summon Zombie Dogs","Rabid Dogs"
"8036","Fetish Army","Head Hunters"
"8037","Pierce the Veil","Passive"
"8038","Midnight Feast","Passive"
"8039","Spirit Vessel","Passive"
"8040","Zombie Handler","Passive"
"8041","Plague of Toads","Rain of Toads"
"8042","Piranhas","Frozen Piranhas"
"8043","Summon Zombie Dogs","Leeching Beasts"
"8044","Big Bad Voodoo","Slam Dance"
"8045","Fetish Army","Legion of Daggers"
"8046","Spirit Walk","Jaunt"
"8047","Pierce the Veil","Passive"
"8048","Fetish Sycophants","Passive"
"8049","Fierce Loyalty","Passive"
"8050","Midnight Feast","Passive"
"8051","Fetish Army","Tiki Torchers"
"8052","Summon Zombie Dogs","Burning Dogs"
"8053","Piranhas","Piranhado"
"8054","Gargantuan","Wrathful Protector"
"8055","Spirit Walk","Jaunt"
"8056","Big Bad Voodoo","Slam Dance"
"8057","Grave Injustice","Passive"
"8058","Pierce the Veil","Passive"
"8059","Midnight Feast","Passive"
"8060","Fierce Loyalty","Passive"
"8061","Piranhas","Piranhado"
"8062","Haunt","Resentful Spirits"
"8063","Spirit Walk","Jaunt"
"8064","Soul Harvest","Siphon"
"8065","Horrify","Face of Death"
"8066","Locust Swarm","Devouring Swarm"
"8067","Spirit Vessel","Passive"
"8068","Gruesome Feast","Passive"
"8069","Pierce the Veil","Passive"
"8070","Creeping Death","Passive"
"8071","Plague of Toads","Rain of Toads"
"8072","Piranhas","Zombie Piranhas"
"8073","Spirit Walk","Jaunt"
"8074","Fetish Army","Legion of Daggers"
"8075","Big Bad Voodoo","Slam Dance"
"8076","Summon Zombie Dogs","Life Link"
"8077","Spirit Vessel","Passive"
"8078","Midnight Feast","Passive"
"8079","Pierce the Veil","Passive"
"8080","Fierce Loyalty","Passive"
"8081","Haunt","Resentful Spirits"
"8082","Piranhas","Piranhado"
"8083","Spirit Walk","Jaunt"
"8084","Locust Swarm","Pestilence"
"8085","Soul Harvest","Siphon"
"8086","Horrify","Frightening Aspect"
"8087","Pierce the Veil","Passive"
"8088","Grave Injustice","Passive"
"8089","Creeping Death","Passive"
"8090","Spirit Vessel","Passive"
"8091","Poison Dart","Snake to the Face"
"8092","Piranhas","Piranhado"
"8093","Spirit Walk","Jaunt"
"8094","Big Bad Voodoo","Slam Dance"
"8095","Summon Zombie Dogs","Life Link"
"8096","Fetish Army","Legion of Daggers"
"8097","Fetish Sycophants","Passive"
"8098","Grave Injustice","Passive"
"8099","Pierce the Veil","Passive"
"8100","Spirit Vessel","Passive"
"8101","Haunt","Resentful Spirits"
"8102","Locust Swarm","Pestilence"
"8103","Spirit Walk","Jaunt"
"8104","Soul Harvest","Siphon"
"8105","Piranhas","Piranhado"
"8106","Horrify","Frightening Aspect"
"8107","Creeping Death","Passive"
"8108","Grave Injustice","Passive"
"8109","Spirit Vessel","Passive"
"8110","Pierce the Veil","Passive"
"8111","Plague of Toads","Rain of Toads"
"8112","Piranhas","Piranhado"
"8113","Horrify","Face of Death"
"8114","Fetish Army","Legion of Daggers"
"8115","Spirit Walk","Jaunt"
"8116","Big Bad Voodoo","Slam Dance"
"8117","Fetish Sycophants","Passive"
"8118","Pierce the Veil","Passive"
"8119","Grave Injustice","Passive"
"8120","Spirit Vessel","Passive"
"8121","Plague of Toads","Rain of Toads"
"8122","Sacrifice","Provoke the Pack"
"8123","Spirit Walk","Jaunt"
"8124","Big Bad Voodoo","Boogie Man"
"8125","Horrify","Face of Death"
"8126","Fetish Army","Legion of Daggers"
"8127","Spirit Vessel","Passive"
"8128","Fierce Loyalty","Passive"
"8129","Fetish Sycophants","Passive"
"8130","Pierce the Veil","Passive"
"8131","Haunt","Resentful Spirits"
"8132","Locust Swarm","Pestilence"
"8133","Horrify","Frightening Aspect"
"8134","Soul Harvest","Siphon"
"8135","Spirit Walk","Honored Guest"
"8136","Piranhas","Piranhado"
"8137","Creeping Death","Passive"
"8138","Pierce the Veil","Passive"
"8139","Spirit Vessel","Passive"
"8140","Grave Injustice","Passive"
"8141","Plague of Toads","Rain of Toads"
"8142","Spirit Walk","Jaunt"
"8143","Big Bad Voodoo","Slam Dance"
"8144","Piranhas","Wave of Mutilation"
"8145","Summon Zombie Dogs","Rabid Dogs"
"8146","Fetish Army","Head Hunters"
"8147","Midnight Feast","Passive"
"8148","Pierce the Veil","Passive"
"8149","Spirit Vessel","Passive"
"8150","Fetish Sycophants","Passive"
"8151","Plague of Toads","Addling Toads"
"8152","Spirit Walk","Jaunt"
"8153","Corpse Spiders","Spider Queen"
"8154","Piranhas","Frozen Piranhas"
"8155","Acid Cloud","Lob Blob Bomb"
"8156","Summon Zombie Dogs","Rabid Dogs"
"8157","Fetish Sycophants","Passive"
"8158","Midnight Feast","Passive"
"8159","Fierce Loyalty","Passive"
"8160","Pierce the Veil","Passive"
"8161","Haunt","Resentful Spirits"
"8162","Locust Swarm","Pestilence"
"8163","Spirit Walk","Jaunt"
"8164","Piranhas","Piranhado"
"8165","Soul Harvest","Vengeful Spirit"
"8166","Horrify","Frightening Aspect"
"8167","Grave Injustice","Passive"
"8168","Pierce the Veil","Passive"
"8169","Creeping Death","Passive"
"8170","Spirit Vessel","Passive"
"8171","Piranhas","Piranhado"
"8172","Fetish Army","Devoted Following"
"8173","Horrify","Face of Death"
"8174","Big Bad Voodoo","Slam Dance"
"8175","Spirit Walk","Jaunt"
"8176","Mass Confusion","Paranoia"
"8177","Jungle Fortitude","Passive"
"8178","Spirit Vessel","Passive"
"8179","Grave Injustice","Passive"
"8180","Tribal Rites","Passive"
"8181","Haunt","Resentful Spirits"
"8182","Locust Swarm","Cloud of Insects"
"8183","Spirit Walk","Jaunt"
"8184","Soul Harvest","Siphon"
"8185","Piranhas","Piranhado"
"8186","Horrify","Frightening Aspect"
"8187","Spirit Vessel","Passive"
"8188","Creeping Death","Passive"
"8189","Grave Injustice","Passive"
"8190","Pierce the Veil","Passive"
"8191","Grasp of the Dead","Death Is Life"
"8192","Piranhas","Piranhado"
"8193","Spirit Walk","Jaunt"
"8194","Big Bad Voodoo","Slam Dance"
"8195","Horrify","Face of Death"
"8196","Mass Confusion","Paranoia"
"8197","Tribal Rites","Passive"
"8198","Grave Injustice","Passive"
"8199","Circle of Life","Passive"
"8200","Spirit Vessel","Passive"
"8201","Fetish Army","Legion of Daggers"
"8202","Big Bad Voodoo","Slam Dance"
"8203","Summon Zombie Dogs","Life Link"
"8204","Plague of Toads","Rain of Toads"
"8205","Spirit Walk","Jaunt"
"8206","Piranhas","Wave of Mutilation"
"8207","Fetish Sycophants","Passive"
"8208","Pierce the Veil","Passive"
"8209","Jungle Fortitude","Passive"
"8210","Gruesome Feast","Passive"
"8211","Fetish Army","Devoted Following"
"8212","Horrify","Face of Death"
"8213","Spirit Walk","Jaunt"
"8214","Mass Confusion","Paranoia"
"8215","Big Bad Voodoo","Slam Dance"
"8216","Piranhas","Piranhado"
"8217","Grave Injustice","Passive"
"8218","Spirit Vessel","Passive"
"8219","Tribal Rites","Passive"
"8220","Creeping Death","Passive"
"8221","Plague of Toads","Addling Toads"
"8222","Piranhas","Wave of Mutilation"
"8223","Fetish Army","Legion of Daggers"
"8224","Spirit Walk","Jaunt"
"8225","Big Bad Voodoo","Slam Dance"
"8226","Summon Zombie Dogs","Rabid Dogs"
"8227","Gruesome Feast","Passive"
"8228","Fetish Sycophants","Passive"
"8229","Midnight Feast","Passive"
"8230","Pierce the Veil","Passive"
"8231","Haunt","Resentful Spirits"
"8232","Piranhas","Piranhado"
"8233","Locust Swarm","Pestilence"
"8234","Soul Harvest","Vengeful Spirit"
"8235","Spirit Walk","Jaunt"
"8236","Horrify","Frightening Aspect"
"8237","Creeping Death","Passive"
"8238","Pierce the Veil","Passive"
"8239","Spirit Vessel","Passive"
"8240","Grave Injustice","Passive"
"8241","Haunt","Resentful Spirits"
"8242","Piranhas","Piranhado"
"8243","Horrify","Face of Death"
"8244","Locust Swarm","Pestilence"
"8245","Spirit Walk","Jaunt"
"8246","Soul Harvest","Siphon"
"8247","Grave Injustice","Passive"
"8248","Spirit Vessel","Passive"
"8249","Creeping Death","Passive"
"8250","Pierce the Veil","Passive"
"8251","Fetish Army","Devoted Following"
"8252","Piranhas","Piranhado"
"8253","Mass Confusion","Paranoia"
"8254","Spirit Walk","Jaunt"
"8255","Horrify","Frightening Aspect"
"8256","Big Bad Voodoo","Slam Dance"
"8257","Jungle Fortitude","Passive"
"8258","Tribal Rites","Passive"
"8259","Grave Injustice","Passive"
"8260","Spirit Vessel","Passive"
"8261","Big Bad Voodoo","Slam Dance"
"8262","Mass Confusion","Paranoia"
"8263","Piranhas","Frozen Piranhas"
"8264","Spirit Walk","Jaunt"
"8265","Horrify","Face of Death"
"8266","Fetish Army","Head Hunters"
"8267","Tribal Rites","Passive"
"8268","Grave Injustice","Passive"
"8269","Spirit Vessel","Passive"
"8270","Zombie Handler","Passive"
"8271","Plague of Toads","Rain of Toads"
"8272","Piranhas","Frozen Piranhas"
"8273","Summon Zombie Dogs","Leeching Beasts"
"8274","Fetish Army","Legion of Daggers"
"8275","Spirit Walk","Jaunt"
"8276","Big Bad Voodoo","Slam Dance"
"8277","Fetish Sycophants","Passive"
"8278","Midnight Feast","Passive"
"8279","Gruesome Feast","Passive"
"8280","Pierce the Veil","Passive"
"8281","Haunt","Resentful Spirits"
"8282","Locust Swarm","Pestilence"
"8283","Soul Harvest","Siphon"
"8284","Piranhas","Piranhado"
"8285","Spirit Walk","Jaunt"
"8286","Horrify","Frightening Aspect"
"8287","Pierce the Veil","Passive"
"8288","Gruesome Feast","Passive"
"8289","Grave Injustice","Passive"
"8290","Spirit Vessel","Passive"
"8291","Plague of Toads","Rain of Toads"
"8292","Sacrifice","Provoke the Pack"
"8293","Spirit Walk","Jaunt"
"8294","Horrify","Face of Death"
"8295","Fetish Army","Legion of Daggers"
"8296","Big Bad Voodoo","Slam Dance"
"8297","Pierce the Veil","Passive"
"8298","Spirit Vessel","Passive"
"8299","Fetish Sycophants","Passive"
"8300","Gruesome Feast","Passive"
"8301","Plague of Toads","Rain of Toads"
"8302","Piranhas","Piranhado"
"8303","Summon Zombie Dogs","Life Link"
"8304","Spirit Walk","Jaunt"
"8305","Fetish Army","Legion of Daggers"
"8306","Big Bad Voodoo","Slam Dance"
"8307","Pierce the Veil","Passive"
"8308","Jungle Fortitude","Passive"
"8309","Fetish Sycophants","Passive"
"8310","Midnight Feast","Passive"
"8311","Plague of Toads","Rain of Toads"
"8312","Fetish Army","Legion of Daggers"
"8313","Big Bad Voodoo","Slam Dance"
"8314","Spirit Walk","Healing Journey"
"8315","Summon Zombie Dogs","Leeching Beasts"
"8316","Piranhas","Piranhado"
"8317","Jungle Fortitude","Passive"
"8318","Pierce the Veil","Passive"
"8319","Fetish Sycophants","Passive"
"8320","Fierce Loyalty","Passive"
"8321","Mass Confusion","Paranoia"
"8322","Big Bad Voodoo","Slam Dance"
"8323","Spirit Walk","Jaunt"
"8324","Horrify","Face of Death"
"8325","Fetish Army","Tiki Torchers"
"8326","Piranhas","Piranhado"
"8327","Jungle Fortitude","Passive"
"8328","Spirit Vessel","Passive"
"8329","Grave Injustice","Passive"
"8330","Tribal Rites","Passive"
"8331","Plague of Toads","Rain of Toads"
"8332","Fetish Army","Legion of Daggers"
"8333","Spirit Walk","Jaunt"
"8334","Piranhas","Wave of Mutilation"
"8335","Summon Zombie Dogs","Leeching Beasts"
"8336","Big Bad Voodoo","Slam Dance"
"8337","Pierce the Veil","Passive"
"8338","Fetish Sycophants","Passive"
"8339","Fierce Loyalty","Passive"
"8340","Midnight Feast","Passive"
"8341","Haunt","Resentful Spirits"
"8342","Locust Swarm","Pestilence"
"8343","Soul Harvest","Siphon"
"8344","Horrify","Frightening Aspect"
"8345","Piranhas","Piranhado"
"8346","Spirit Walk","Healing Journey"
"8347","Grave Injustice","Passive"
"8348","Pierce the Veil","Passive"
"8349","Spirit Vessel","Passive"
"8350","Jungle Fortitude","Passive"
"8351","Haunt","Resentful Spirits"
"8352","Piranhas","Piranhado"
"8353","Spirit Walk","Jaunt"
"8354","Soul Harvest","Siphon"
"8355","Locust Swarm","Pestilence"
"8356","Horrify","Ruthless Terror"
"8357","Grave Injustice","Passive"
"8358","Pierce the Veil","Passive"
"8359","Spirit Vessel","Passive"
"8360","Creeping Death","Passive"
"8361","Plague of Toads","Explosive Toads"
"8362","Spirit Walk","Jaunt"
"8363","Piranhas","Piranhado"
"8364","Big Bad Voodoo","Slam Dance"
"8365","Fetish Army","Legion of Daggers"
"8366","Summon Zombie Dogs","Leeching Beasts"
"8367","Fierce Loyalty","Passive"
"8368","Midnight Feast","Passive"
"8369","Pierce the Veil","Passive"
"8370","Fetish Sycophants","Passive"
"8371","Haunt","Resentful Spirits"
"8372","Locust Swarm","Pestilence"
"8373","Horrify","Stalker"
"8374","Piranhas","Piranhado"
"8375","Spirit Walk","Jaunt"
"8376","Soul Harvest","Swallow Your Soul"
"8377","Grave Injustice","Passive"
"8378","Spirit Vessel","Passive"
"8379","Pierce the Veil","Passive"
"8380","Creeping Death","Passive"
"8381","Haunt","Resentful Spirits"
"8382","Spirit Walk","Jaunt"
"8383","Locust Swarm","Pestilence"
"8384","Horrify","Frightening Aspect"
"8385","Soul Harvest","Siphon"
"8386","Piranhas","Piranhado"
"8387","Grave Injustice","Passive"
"8388","Spirit Vessel","Passive"
"8389","Pierce the Veil","Passive"
"8390","Creeping Death","Passive"
"8391","Piranhas","Piranhado"
"8392","Fetish Army","Head Hunters"
"8393","Spirit Walk","Jaunt"
"8394","Horrify","Face of Death"
"8395","Mass Confusion","Paranoia"
"8396","Big Bad Voodoo","Slam Dance"
"8397","Jungle Fortitude","Passive"
"8398","Spirit Vessel","Passive"
"8399","Grave Injustice","Passive"
"8400","Circle of Life","Passive"
"8401","Plague of Toads","Rain of Toads"
"8402","Summon Zombie Dogs","Rabid Dogs"
"8403","Spirit Walk","Jaunt"
"8404","Fetish Army","Tiki Torchers"
"8405","Big Bad Voodoo","Slam Dance"
"8406","Horrify","Frightening Aspect"
"8407","Pierce the Veil","Passive"
"8408","Zombie Handler","Passive"
"8409","Fetish Sycophants","Passive"
"8410","Midnight Feast","Passive"
"8411","Haunt","Resentful Spirits"
"8412","Locust Swarm","Pestilence"
"8413","Spirit Walk","Honored Guest"
"8414","Soul Harvest","Siphon"
"8415","Horrify","Frightening Aspect"
"8416","Piranhas","Piranhado"
"8417","Pierce the Veil","Passive"
"8418","Grave Injustice","Passive"
"8419","Spirit Vessel","Passive"
"8420","Creeping Death","Passive"
"8421","Plague of Toads","Rain of Toads"
"8422","Summon Zombie Dogs","Final Gift"
"8423","Horrify","Face of Death"
"8424","Sacrifice","Provoke the Pack"
"8425","Big Bad Voodoo","Boogie Man"
"8426","Fetish Army","Legion of Daggers"
"8427","Gruesome Feast","Passive"
"8428","Pierce the Veil","Passive"
"8429","Fetish Sycophants","Passive"
"8430","Spirit Vessel","Passive"
"8431","Plague of Toads","Rain of Toads"
"8432","Piranhas","Piranhado"
"8433","Spirit Walk","Jaunt"
"8434","Summon Zombie Dogs","Rabid Dogs"
"8435","Gargantuan","Big Stinker"
"8436","Fetish Army","Head Hunters"
"8437","Midnight Feast","Passive"
"8438","Pierce the Veil","Passive"
"8439","Zombie Handler","Passive"
"8440","Fetish Sycophants","Passive"
"8441","Plague of Toads","Rain of Toads"
"8442","Piranhas","Frozen Piranhas"
"8443","Spirit Walk","Healing Journey"
"8444","Soul Harvest","Siphon"
"8445","Big Bad Voodoo","Slam Dance"
"8446","Fetish Army","Legion of Daggers"
"8447","Spirit Vessel","Passive"
"8448","Gruesome Feast","Passive"
"8449","Fetish Sycophants","Passive"
"8450","Pierce the Veil","Passive"
"8451","Mass Confusion","Paranoia"
"8452","Piranhas","Piranhado"
"8453","Spirit Walk","Jaunt"
"8454","Horrify","Face of Death"
"8455","Fetish Army","Legion of Daggers"
"8456","Big Bad Voodoo","Slam Dance"
"8457","Fierce Loyalty","Passive"
"8458","Spirit Vessel","Passive"
"8459","Tribal Rites","Passive"
"8460","Creeping Death","Passive"
"8461","Plague of Toads","Rain of Toads"
"8462","Spirit Walk","Jaunt"
"8463","Horrify","Frightening Aspect"
"8464","Sacrifice","Provoke the Pack"
"8465","Fetish Army","Legion of Daggers"
"8466","Big Bad Voodoo","Slam Dance"
"8467","Pierce the Veil","Passive"
"8468","Fierce Loyalty","Passive"
"8469","Spirit Vessel","Passive"
"8470","Fetish Sycophants","Passive"
"8471","Piranhas","Piranhado"
"8472","Spirit Walk","Jaunt"
"8473","Fetish Army","Legion of Daggers"
"8474","Mass Confusion","Paranoia"
"8475","Horrify","Face of Death"
"8476","Big Bad Voodoo","Slam Dance"
"8477","Jungle Fortitude","Passive"
"8478","Tribal Rites","Passive"
"8479","Grave Injustice","Passive"
"8480","Spirit Vessel","Passive"
"8481","Plague of Toads","Rain of Toads"
"8482","Fetish Army","Head Hunters"
"8483","Spirit Walk","Jaunt"
"8484","Piranhas","Frozen Piranhas"
"8485","Big Bad Voodoo","Slam Dance"
"8486","Summon Zombie Dogs","Rabid Dogs"
"8487","Pierce the Veil","Passive"
"8488","Fetish Sycophants","Passive"
"8489","Midnight Feast","Passive"
"8490","Fierce Loyalty","Passive"
"8491","Plague of Toads","Rain of Toads"
"8492","Piranhas","Frozen Piranhas"
"8493","Fetish Army","Tiki Torchers"
"8494","Summon Zombie Dogs","Rabid Dogs"
"8495","Spirit Walk","Jaunt"
"8496","Big Bad Voodoo","Slam Dance"
"8497","Pierce the Veil","Passive"
"8498","Zombie Handler","Passive"
"8499","Fetish Sycophants","Passive"
"8500","Midnight Feast","Passive"
"8501","Locust Swarm","Pestilence"
"8502","Haunt","Resentful Spirits"
"8503","Spirit Walk","Jaunt"
"8504","Soul Harvest","Siphon"
"8505","Piranhas","Piranhado"
"8506","Horrify","Frightening Aspect"
"8507","Pierce the Veil","Passive"
"8508","Creeping Death","Passive"
"8509","Spirit Vessel","Passive"
"8510","Grave Injustice","Passive"
"8511","Haunt","Resentful Spirits"
"8512","Piranhas","Piranhado"
"8513","Spirit Walk","Jaunt"
"8514","Horrify","Face of Death"
"8515","Locust Swarm","Pestilence"
"8516","Soul Harvest","Siphon"
"8517","Creeping Death","Passive"
"8518","Spirit Vessel","Passive"
"8519","Grave Injustice","Passive"
"8520","Pierce the Veil","Passive"
"8521","Big Bad Voodoo","Slam Dance"
"8522","Summon Zombie Dogs","Burning Dogs"
"8523","Spirit Walk","Jaunt"
"8524","Fetish Army","Tiki Torchers"
"8525","Gargantuan","Wrathful Protector"
"8526","Horrify","Stalker"
"8527","Midnight Feast","Passive"
"8528","Pierce the Veil","Passive"
"8529","Grave Injustice","Passive"
"8530","Spirit Vessel","Passive"
"8531","Haunt","Resentful Spirits"
"8532","Horrify","Ruthless Terror"
"8533","Spirit Walk","Jaunt"
"8534","Locust Swarm","Devouring Swarm"
"8535","Soul Harvest","Siphon"
"8536","Piranhas","Piranhado"
"8537","Spirit Vessel","Passive"
"8538","Pierce the Veil","Passive"
"8539","Grave Injustice","Passive"
"8540","Creeping Death","Passive"
"8541","Locust Swarm","Pestilence"
"8542","Piranhas","Piranhado"
"8543","Soul Harvest","Siphon"
"8544","Spirit Walk","Jaunt"
"8545","Haunt","Resentful Spirits"
"8546","Horrify","Face of Death"
"8547","Pierce the Veil","Passive"
"8548","Spirit Vessel","Passive"
"8549","Grave Injustice","Passive"
"8550","Creeping Death","Passive"
"8551","Plague of Toads","Rain of Toads"
"8552","Grasp of the Dead","Death Is Life"
"8553","Spirit Walk","Honored Guest"
"8554","Piranhas","Piranhado"
"8555","Summon Zombie Dogs","Leeching Beasts"
"8556","Gargantuan","Humongoid"
"8557","Fierce Loyalty","Passive"
"8558","Pierce the Veil","Passive"
"8559","Grave Injustice","Passive"
"8560","Fetish Sycophants","Passive"
"8561","Big Bad Voodoo","Slam Dance"
"8562","Piranhas","Piranhado"
"8563","Spirit Walk","Jaunt"
"8564","Horrify","Face of Death"
"8565","Mass Confusion","Paranoia"
"8566","Fetish Army","Legion of Daggers"
"8567","Tribal Rites","Passive"
"8568","Grave Injustice","Passive"
"8569","Jungle Fortitude","Passive"
"8570","Spirit Vessel","Passive"
"8571","Haunt","Resentful Spirits"
"8572","Locust Swarm","Pestilence"
"8573","Piranhas","Piranhado"
"8574","Spirit Walk","Healing Journey"
"8575","Soul Harvest","Vengeful Spirit"
"8576","Horrify","Frightening Aspect"
"8577","Pierce the Veil","Passive"
"8578","Creeping Death","Passive"
"8579","Grave Injustice","Passive"
"8580","Spirit Vessel","Passive"
"8581","Haunt","Resentful Spirits"
"8582","Locust Swarm","Pestilence"
"8583","Spirit Walk","Jaunt"
"8584","Piranhas","Piranhado"
"8585","Summon Zombie Dogs","Life Link"
"8586","Soul Harvest","Siphon"
"8587","Pierce the Veil","Passive"
"8588","Grave Injustice","Passive"
"8589","Creeping Death","Passive"
"8590","Fierce Loyalty","Passive"
"8591","Haunt","Resentful Spirits"
"8592","Locust Swarm","Pestilence"
"8593","Piranhas","Piranhado"
"8594","Soul Harvest","Siphon"
"8595","Horrify","Frightening Aspect"
"8596","Spirit Walk","Jaunt"
"8597","Grave Injustice","Passive"
"8598","Creeping Death","Passive"
"8599","Pierce the Veil","Passive"
"8600","Spirit Vessel","Passive"
"8601","Plague of Toads","Rain of Toads"
"8602","Big Bad Voodoo","Slam Dance"
"8603","Horrify","Face of Death"
"8604","Spirit Walk","Jaunt"
"8605","Fetish Army","Legion of Daggers"
"8606","Sacrifice","Provoke the Pack"
"8607","Fetish Sycophants","Passive"
"8608","Pierce the Veil","Passive"
"8609","Gruesome Feast","Passive"
"8610","Spirit Vessel","Passive"
"8611","Haunt","Resentful Spirits"
"8612","Piranhas","Piranhado"
"8613","Spirit Walk","Jaunt"
"8614","Soul Harvest","Vengeful Spirit"
"8615","Locust Swarm","Pestilence"
"8616","Horrify","Frightening Aspect"
"8617","Pierce the Veil","Passive"
"8618","Grave Injustice","Passive"
"8619","Spirit Vessel","Passive"
"8620","Creeping Death","Passive"
"8621","Plague of Toads","Rain of Toads"
"8622","Piranhas","Piranhado"
"8623","Spirit Walk","Healing Journey"
"8624","Fetish Army","Legion of Daggers"
"8625","Summon Zombie Dogs","Leeching Beasts"
"8626","Big Bad Voodoo","Slam Dance"
"8627","Pierce the Veil","Passive"
"8628","Midnight Feast","Passive"
"8629","Fetish Sycophants","Passive"
"8630","Spirit Vessel","Passive"
"8631","Plague of Toads","Rain of Toads"
"8632","Piranhas","Frozen Piranhas"
"8633","Spirit Walk","Jaunt"
"8634","Fetish Army","Legion of Daggers"
"8635","Big Bad Voodoo","Slam Dance"
"8636","Summon Zombie Dogs","Leeching Beasts"
"8637","Spirit Vessel","Passive"
"8638","Fierce Loyalty","Passive"
"8639","Midnight Feast","Passive"
"8640","Fetish Sycophants","Passive"
"8641","Fetish Army","Legion of Daggers"
"8642","Piranhas","Piranhado"
"8643","Mass Confusion","Paranoia"
"8644","Horrify","Face of Death"
"8645","Big Bad Voodoo","Slam Dance"
"8646","Spirit Walk","Healing Journey"
"8647","Grave Injustice","Passive"
"8648","Spirit Vessel","Passive"
"8649","Creeping Death","Passive"
"8650","Jungle Fortitude","Passive"
"8651","Plague of Toads","Rain of Toads"
"8652","Big Bad Voodoo","Slam Dance"
"8653","Spirit Walk","Jaunt"
"8654","Horrify","Face of Death"
"8655","Fetish Army","Legion of Daggers"
"8656","Sacrifice","Provoke the Pack"
"8657","Fetish Sycophants","Passive"
"8658","Spirit Vessel","Passive"
"8659","Pierce the Veil","Passive"
"8660","Gruesome Feast","Passive"
"8661","Haunt","Resentful Spirits"
"8662","Piranhas","Piranhado"
"8663","Soul Harvest","Siphon"
"8664","Horrify","Frightening Aspect"
"8665","Locust Swarm","Pestilence"
"8666","Spirit Walk","Jaunt"
"8667","Creeping Death","Passive"
"8668","Gruesome Feast","Passive"
"8669","Spirit Vessel","Passive"
"8670","Grave Injustice","Passive"
"8671","Piranhas","Piranhado"
"8672","Haunt","Resentful Spirits"
"8673","Soul Harvest","Siphon"
"8674","Spirit Walk","Honored Guest"
"8675","Locust Swarm","Pestilence"
"8676","Horrify","Stalker"
"8677","Grave Injustice","Passive"
"8678","Pierce the Veil","Passive"
"8679","Creeping Death","Passive"
"8680","Spirit Vessel","Passive"
"8681","Big Bad Voodoo","Slam Dance"
"8682","Horrify","Face of Death"
"8683","Spirit Walk","Jaunt"
"8684","Hex","Jinx"
"8685","Piranhas","Piranhado"
"8686","Mass Confusion","Paranoia"
"8687","Spirit Vessel","Passive"
"8688","Jungle Fortitude","Passive"
"8689","Grave Injustice","Passive"
"8690","Tribal Rites","Passive"
"8691","Plague of Toads","Rain of Toads"
"8692","Piranhas","Frozen Piranhas"
"8693","Big Bad Voodoo","Slam Dance"
"8694","Spirit Walk","Jaunt"
"8695","Fetish Army","Head Hunters"
"8696","Summon Zombie Dogs","Rabid Dogs"
"8697","Pierce the Veil","Passive"
"8698","Midnight Feast","Passive"
"8699","Zombie Handler","Passive"
"8700","Fetish Sycophants","Passive"
"8701","Plague of Toads","Rain of Toads"
"8702","Spirit Walk","Jaunt"
"8703","Piranhas","Wave of Mutilation"
