"","Spell","Rune"
"1626","Breath of Heaven","Infused with Light"
"1627","Seize the Initiative","Passive"
"1628","Fleet Footed","Passive"
"1629","Beacon of Ytar","Passive"
"1630","Harmony","Passive"
"1631","Way of the Hundred Fists","Fists of Fury"
"1632","Breath of Heaven","Infused with Light"
"1633","Epiphany","Desert Shroud"
"1634","Sweeping Wind","Inner Storm"
"1635","Mantra of Conviction","Overawe"
"1636","Dashing Strike","Radiance"
"1637","Alacrity","Passive"
"1638","Seize the Initiative","Passive"
"1639","Beacon of Ytar","Passive"
"1640","Harmony","Passive"
"1641","Way of the Hundred Fists","Fists of Fury"
"1642","Epiphany","Desert Shroud"
"1643","Dashing Strike","Radiance"
"1644","Breath of Heaven","Infused with Light"
"1645","Sweeping Wind","Inner Storm"
"1646","Mantra of Conviction","Annihilation"
"1647","Seize the Initiative","Passive"
"1648","Alacrity","Passive"
"1649","Beacon of Ytar","Passive"
"1650","Harmony","Passive"
"1651","Crippling Wave","Breaking Wave"
"1652","Cyclone Strike","Implosion"
"1653","Inner Sanctuary","Forbidden Palace"
"1654","Epiphany","Desert Shroud"
"1655","Serenity","Ascension"
"1656","Mantra of Conviction","Intimidation"
"1657","Alacrity","Passive"
"1658","Beacon of Ytar","Passive"
"1659","Harmony","Passive"
"1660","Near Death Experience","Passive"
"1661","Fists of Thunder","Quickening"
"1662","Epiphany","Desert Shroud"
"1663","Breath of Heaven","Infused with Light"
"1664","Dashing Strike","Radiance"
"1665","Mantra of Conviction","Intimidation"
"1666","Sweeping Wind","Inner Storm"
"1667","Beacon of Ytar","Passive"
"1668","Seize the Initiative","Passive"
"1669","Alacrity","Passive"
"1670","Harmony","Passive"
"1671","Way of the Hundred Fists","Fists of Fury"
"1672","Dashing Strike","Radiance"
"1673","Breath of Heaven","Infused with Light"
"1674","Mantra of Salvation","Agility"
"1675","Sweeping Wind","Inner Storm"
"1676","Epiphany","Desert Shroud"
"1677","Alacrity","Passive"
"1678","Seize the Initiative","Passive"
"1679","Harmony","Passive"
"1680","Beacon of Ytar","Passive"
"1681","Way of the Hundred Fists","Fists of Fury"
"1682","Breath of Heaven","Infused with Light"
"1683","Sweeping Wind","Inner Storm"
"1684","Mantra of Retribution","Transgression"
"1685","Epiphany","Desert Shroud"
"1686","Dashing Strike","Radiance"
"1687","Seize the Initiative","Passive"
"1688","Alacrity","Passive"
"1689","Beacon of Ytar","Passive"
"1690","Harmony","Passive"
"1691","Way of the Hundred Fists","Fists of Fury"
"1692","Dashing Strike","Way of the Falling Star"
"1693","Cyclone Strike","Implosion"
"1694","Sweeping Wind","Inner Storm"
"1695","Epiphany","Desert Shroud"
"1696","Mantra of Conviction","Annihilation"
"1697","Harmony","Passive"
"1698","Beacon of Ytar","Passive"
"1699","Alacrity","Passive"
"1700","Seize the Initiative","Passive"
"1701","Crippling Wave","Breaking Wave"
"1702","Serenity","Ascension"
"1703","Inner Sanctuary","Forbidden Palace"
"1704","Cyclone Strike","Implosion"
"1705","Epiphany","Desert Shroud"
"1706","Mantra of Conviction","Overawe"
"1707","Harmony","Passive"
"1708","Near Death Experience","Passive"
"1709","Chant of Resonance","Passive"
"1710","Beacon of Ytar","Passive"
"1711","Way of the Hundred Fists","Fists of Fury"
"1712","Breath of Heaven","Infused with Light"
"1713","Mantra of Salvation","Agility"
"1714","Sweeping Wind","Inner Storm"
"1715","Dashing Strike","Blinding Speed"
"1716","Epiphany","Desert Shroud"
"1717","Seize the Initiative","Passive"
"1718","Harmony","Passive"
"1719","Alacrity","Passive"
"1720","Beacon of Ytar","Passive"
"1721","Crippling Wave","Tsunami"
"1722","Cyclone Strike","Implosion"
"1723","Inner Sanctuary","Forbidden Palace"
"1724","Serenity","Ascension"
"1725","Epiphany","Desert Shroud"
"1726","Mantra of Conviction","Overawe"
"1727","Harmony","Passive"
"1728","Beacon of Ytar","Passive"
"1729","Near Death Experience","Passive"
"1730","Sixth Sense","Passive"
"1731","Crippling Wave","Breaking Wave"
"1732","Inner Sanctuary","Forbidden Palace"
"1733","Epiphany","Insight"
"1734","Serenity","Ascension"
"1735","Cyclone Strike","Implosion"
"1736","Mantra of Conviction","Overawe"
"1737","Harmony","Passive"
"1738","Beacon of Ytar","Passive"
"1739","Sixth Sense","Passive"
"1740","Near Death Experience","Passive"
"1741","Fists of Thunder","Quickening"
"1742","Wave of Light","Wall of Light"
"1743","Epiphany","Desert Shroud"
"1744","Mantra of Salvation","Agility"
"1745","Exploding Palm","Shocking Grasp"
"1746","Dashing Strike","Blinding Speed"
"1747","Harmony","Passive"
"1748","Alacrity","Passive"
"1749","Sixth Sense","Passive"
"1750","Beacon of Ytar","Passive"
"1751","Way of the Hundred Fists","Fists of Fury"
"1752","Dashing Strike","Radiance"
"1753","Epiphany","Desert Shroud"
"1754","Mantra of Salvation","Agility"
"1755","Sweeping Wind","Inner Storm"
"1756","Breath of Heaven","Infused with Light"
"1757","Alacrity","Passive"
"1758","Seize the Initiative","Passive"
"1759","Beacon of Ytar","Passive"
"1760","Harmony","Passive"
"1761","Way of the Hundred Fists","Hands of Lightning"
"1762","Cyclone Strike","Eye of the Storm"
"1763","Dashing Strike","Quicksilver"
"1764","Sweeping Wind","Cyclone"
"1765","Lashing Tail Kick","Scorpion Sting"
"1766","Epiphany","Desert Shroud"
"1767","Harmony","Passive"
"1768","Unity","Passive"
"1769","Beacon of Ytar","Passive"
"1770","Alacrity","Passive"
"1771","Way of the Hundred Fists","Fists of Fury"
"1772","Breath of Heaven","Infused with Light"
"1773","Epiphany","Desert Shroud"
"1774","Dashing Strike","Blinding Speed"
"1775","Mantra of Salvation","Agility"
"1776","Sweeping Wind","Inner Storm"
"1777","Beacon of Ytar","Passive"
"1778","Harmony","Passive"
"1779","Alacrity","Passive"
"1780","Seize the Initiative","Passive"
"1781","Way of the Hundred Fists","Fists of Fury"
"1782","Sweeping Wind","Inner Storm"
"1783","Dashing Strike","Radiance"
"1784","Breath of Heaven","Infused with Light"
"1785","Epiphany","Desert Shroud"
"1786","Mantra of Salvation","Agility"
"1787","Harmony","Passive"
"1788","Beacon of Ytar","Passive"
"1789","Alacrity","Passive"
"1790","Seize the Initiative","Passive"
"1791","Crippling Wave","Tsunami"
"1792","Cyclone Strike","Implosion"
"1793","Serenity","Ascension"
"1794","Mantra of Conviction","Overawe"
"1795","Inner Sanctuary","Forbidden Palace"
"1796","Epiphany","Insight"
"1797","Near Death Experience","Passive"
"1798","Sixth Sense","Passive"
"1799","Harmony","Passive"
"1800","Beacon of Ytar","Passive"
"1801","Way of the Hundred Fists","Fists of Fury"
"1802","Dashing Strike","Blinding Speed"
"1803","Mantra of Salvation","Agility"
"1804","Sweeping Wind","Inner Storm"
"1805","Breath of Heaven","Infused with Light"
"1806","Epiphany","Desert Shroud"
"1807","Seize the Initiative","Passive"
"1808","Alacrity","Passive"
"1809","Beacon of Ytar","Passive"
"1810","Harmony","Passive"
"1811","Way of the Hundred Fists","Hands of Lightning"
"1812","Dashing Strike","Quicksilver"
"1813","Wave of Light","Pillar of the Ancients"
"1814","Mystic Ally","Fire Ally"
"1815","Sweeping Wind","Cyclone"
"1816","Mantra of Retribution","Transgression"
"1817","Harmony","Passive"
"1818","Seize the Initiative","Passive"
"1819","Unity","Passive"
"1820","Momentum","Passive"
"1821","Crippling Wave","Breaking Wave"
"1822","Inner Sanctuary","Forbidden Palace"
"1823","Serenity","Ascension"
"1824","Cyclone Strike","Implosion"
"1825","Mantra of Conviction","Overawe"
"1826","Epiphany","Desert Shroud"
"1827","Near Death Experience","Passive"
"1828","Beacon of Ytar","Passive"
"1829","Sixth Sense","Passive"
"1830","Harmony","Passive"
"1831","Way of the Hundred Fists","Fists of Fury"
"1832","Sweeping Wind","Inner Storm"
"1833","Dashing Strike","Quicksilver"
"1834","Breath of Heaven","Infused with Light"
"1835","Mantra of Conviction","Annihilation"
"1836","Epiphany","Desert Shroud"
"1837","Alacrity","Passive"
"1838","Fleet Footed","Passive"
"1839","Harmony","Passive"
"1840","Seize the Initiative","Passive"
"1841","Way of the Hundred Fists","Fists of Fury"
"1842","Mantra of Salvation","Agility"
"1843","Dashing Strike","Blinding Speed"
"1844","Epiphany","Desert Shroud"
"1845","Sweeping Wind","Inner Storm"
"1846","Breath of Heaven","Infused with Light"
"1847","Alacrity","Passive"
"1848","Seize the Initiative","Passive"
"1849","Sixth Sense","Passive"
"1850","Beacon of Ytar","Passive"
"1851","Way of the Hundred Fists","Fists of Fury"
"1852","Sweeping Wind","Inner Storm"
"1853","Dashing Strike","Radiance"
"1854","Breath of Heaven","Infused with Light"
"1855","Epiphany","Desert Shroud"
"1856","Mantra of Conviction","Annihilation"
"1857","Harmony","Passive"
"1858","Beacon of Ytar","Passive"
"1859","Alacrity","Passive"
"1860","Unity","Passive"
"1861","Way of the Hundred Fists","Fists of Fury"
"1862","Breath of Heaven","Infused with Light"
"1863","Dashing Strike","Radiance"
"1864","Epiphany","Desert Shroud"
"1865","Sweeping Wind","Inner Storm"
"1866","Mantra of Salvation","Agility"
"1867","Harmony","Passive"
"1868","Seize the Initiative","Passive"
"1869","Alacrity","Passive"
"1870","Beacon of Ytar","Passive"
"1871","Way of the Hundred Fists","Fists of Fury"
"1872","Sweeping Wind","Inner Storm"
"1873","Mantra of Salvation","Agility"
"1874","Dashing Strike","Radiance"
"1875","Breath of Heaven","Infused with Light"
"1876","Epiphany","Desert Shroud"
"1877","Transcendence","Passive"
"1878","Harmony","Passive"
"1879","Alacrity","Passive"
"1880","Seize the Initiative","Passive"
"1881","Crippling Wave","Breaking Wave"
"1882","Exploding Palm","The Flesh is Weak"
"1883","Mantra of Conviction","Overawe"
"1884","Cyclone Strike","Implosion"
"1885","Serenity","Ascension"
"1886","Inner Sanctuary","Forbidden Palace"
"1887","Near Death Experience","Passive"
"1888","Exalted Soul","Passive"
"1889","Chant of Resonance","Passive"
"1890","Beacon of Ytar","Passive"
"1891","Crippling Wave","Tsunami"
"1892","Epiphany","Desert Shroud"
"1893","Cyclone Strike","Implosion"
"1894","Dashing Strike","Radiance"
"1895","Mantra of Conviction","Overawe"
"1896","Serenity","Ascension"
"1897","Harmony","Passive"
"1898","Sixth Sense","Passive"
"1899","Alacrity","Passive"
"1900","Beacon of Ytar","Passive"
"1901","Way of the Hundred Fists","Blazing Fists"
"1902","Tempest Rush","Tailwind"
"1903","Serenity","Ascension"
"1904","Blinding Flash","Self Reflection"
"1905","Sweeping Wind","Fire Storm"
"1906","Fleet Footed","Seize the Initiative"
"1907",NA,"Passive"
"1908",NA,"Passive"
"1909",NA,"Passive"
"1910",NA,"Passive"
"1911","Way of the Hundred Fists","Fists of Fury"
"1912","Breath of Heaven","Infused with Light"
"1913","Dashing Strike","Quicksilver"
"1914","Epiphany","Desert Shroud"
"1915","Sweeping Wind","Inner Storm"
"1916","Mantra of Conviction","Annihilation"
"1917","Alacrity","Passive"
"1918","Beacon of Ytar","Passive"
"1919","Seize the Initiative","Passive"
"1920","Harmony","Passive"
"1921","Fists of Thunder","Quickening"
"1922","Epiphany","Desert Shroud"
"1923","Dashing Strike","Radiance"
"1924","Breath of Heaven","Infused with Light"
"1925","Sweeping Wind","Inner Storm"
"1926","Mantra of Conviction","Overawe"
"1927","Harmony","Passive"
"1928","Seize the Initiative","Passive"
"1929","Alacrity","Passive"
"1930","Beacon of Ytar","Passive"
"1931","Way of the Hundred Fists","Hands of Lightning"
"1932","Exploding Palm","The Flesh is Weak"
"1933","Sweeping Wind","Cyclone"
"1934","Dashing Strike","Quicksilver"
"1935","Mystic Ally","Fire Ally"
"1936","Mantra of Healing","Boon of Inspiration"
"1937","Seize the Initiative","Passive"
"1938","Alacrity","Passive"
"1939","Harmony","Passive"
"1940","Unity","Passive"
"1941","Tempest Rush","Flurry"
"1942","Mantra of Conviction","Annihilation"
"1943","Epiphany","Insight"
"1944","Blinding Flash","Faith in the Light"
"1945","Sweeping Wind","Inner Storm"
"1946","Mystic Ally","Air Ally"
"1947","Beacon of Ytar","Passive"
"1948","Momentum","Passive"
"1949","Chant of Resonance","Passive"
"1950","Harmony","Passive"
"1951","Crippling Wave","Rising Tide"
"1952","Cyclone Strike","Implosion"
"1953","Mantra of Salvation","Agility"
"1954","Sweeping Wind","Inner Storm"
"1955","Mystic Ally","Fire Ally"
"1956","Epiphany","Desert Shroud"
"1957","Alacrity","Passive"
"1958","Seize the Initiative","Passive"
"1959","Unity","Passive"
"1960","Determination","Passive"
"1961","Way of the Hundred Fists","Fists of Fury"
"1962","Dashing Strike","Radiance"
"1963","Breath of Heaven","Infused with Light"
"1964","Mantra of Conviction","Annihilation"
"1965","Sweeping Wind","Inner Storm"
"1966","Epiphany","Desert Shroud"
"1967","Beacon of Ytar","Passive"
"1968","Alacrity","Passive"
"1969","Harmony","Passive"
"1970","Seize the Initiative","Passive"
"1971","Fists of Thunder","Quickening"
"1972","Sweeping Wind","Inner Storm"
"1973","Dashing Strike","Blinding Speed"
"1974","Mantra of Conviction","Intimidation"
"1975","Breath of Heaven","Infused with Light"
"1976","Epiphany","Desert Shroud"
"1977","Beacon of Ytar","Passive"
"1978","Alacrity","Passive"
"1979","Seize the Initiative","Passive"
"1980","Harmony","Passive"
"1981","Way of the Hundred Fists","Fists of Fury"
"1982","Dashing Strike","Radiance"
"1983","Breath of Heaven","Infused with Light"
"1984","Sweeping Wind","Inner Storm"
"1985","Mantra of Salvation","Agility"
"1986","Epiphany","Desert Shroud"
"1987","Alacrity","Passive"
"1988","Seize the Initiative","Passive"
"1989","Beacon of Ytar","Passive"
"1990","Harmony","Passive"
"1991","Way of the Hundred Fists","Fists of Fury"
"1992","Cyclone Strike","Implosion"
"1993","Epiphany","Insight"
"1994","Mantra of Conviction","Annihilation"
"1995","Sweeping Wind","Inner Storm"
"1996","Dashing Strike","Radiance"
"1997","Seize the Initiative","Passive"
"1998","Alacrity","Passive"
"1999","Unity","Passive"
"2000","Determination","Passive"
"2001","Way of the Hundred Fists","Fists of Fury"
"2002","Dashing Strike","Radiance"
"2003","Breath of Heaven","Infused with Light"
"2004","Mantra of Salvation","Agility"
"2005","Sweeping Wind","Inner Storm"
"2006","Epiphany","Desert Shroud"
"2007","Harmony","Passive"
"2008","Beacon of Ytar","Passive"
"2009","Alacrity","Passive"
"2010","Seize the Initiative","Passive"
"2011","Way of the Hundred Fists","Fists of Fury"
"2012","Sweeping Wind","Inner Storm"
"2013","Epiphany","Desert Shroud"
"2014","Breath of Heaven","Infused with Light"
"2015","Dashing Strike","Radiance"
"2016","Mantra of Salvation","Agility"
"2017","Harmony","Passive"
"2018","Alacrity","Passive"
"2019","Beacon of Ytar","Passive"
"2020","Transcendence","Passive"
"2021","Way of the Hundred Fists","Fists of Fury"
"2022","Dashing Strike","Radiance"
"2023","Mantra of Salvation","Agility"
"2024","Sweeping Wind","Inner Storm"
"2025","Breath of Heaven","Infused with Light"
"2026","Epiphany","Desert Shroud"
"2027","Alacrity","Passive"
"2028","Seize the Initiative","Passive"
"2029","Harmony","Passive"
"2030","Beacon of Ytar","Passive"
"2031","Way of the Hundred Fists","Fists of Fury"
"2032","Mantra of Conviction","Annihilation"
"2033","Mystic Ally","Air Ally"
"2034","Dashing Strike","Way of the Falling Star"
"2035","Tempest Rush","Flurry"
"2036","Epiphany","Inner Fire"
"2037","Exalted Soul","Passive"
"2038","Beacon of Ytar","Passive"
"2039","Fleet Footed","Passive"
"2040","The Guardian's Path","Passive"
"2041","Way of the Hundred Fists","Fists of Fury"
"2042","Dashing Strike","Radiance"
"2043","Sweeping Wind","Inner Storm"
"2044","Breath of Heaven","Infused with Light"
"2045","Mantra of Salvation","Agility"
"2046","Epiphany","Desert Shroud"
"2047","Alacrity","Passive"
"2048","Seize the Initiative","Passive"
"2049","Harmony","Passive"
"2050","Beacon of Ytar","Passive"
"2051","Crippling Wave","Breaking Wave"
"2052","Epiphany","Desert Shroud"
"2053","Serenity","Ascension"
"2054","Cyclone Strike","Implosion"
"2055","Inner Sanctuary","Forbidden Palace"
"2056","Mantra of Conviction","Dishearten"
"2057","Sixth Sense","Passive"
"2058","Harmony","Passive"
"2059","Near Death Experience","Passive"
"2060","Beacon of Ytar","Passive"
"2061","Crippling Wave","Breaking Wave"
"2062","Epiphany","Insight"
"2063","Cyclone Strike","Implosion"
"2064","Serenity","Ascension"
"2065","Mantra of Conviction","Overawe"
"2066","Inner Sanctuary","Forbidden Palace"
"2067","Beacon of Ytar","Passive"
"2068","Seize the Initiative","Passive"
"2069","Chant of Resonance","Passive"
"2070","Alacrity","Passive"
"2071","Crippling Wave","Breaking Wave"
"2072","Cyclone Strike","Implosion"
"2073","Epiphany","Desert Shroud"
"2074","Inner Sanctuary","Forbidden Palace"
"2075","Mantra of Conviction","Overawe"
"2076","Serenity","Ascension"
"2077","Sixth Sense","Passive"
"2078","Alacrity","Passive"
"2079","Harmony","Passive"
"2080","Beacon of Ytar","Passive"
"2081","Way of the Hundred Fists","Fists of Fury"
"2082","Breath of Heaven","Infused with Light"
"2083","Sweeping Wind","Inner Storm"
"2084","Dashing Strike","Way of the Falling Star"
"2085","Epiphany","Insight"
"2086","Mantra of Conviction","Annihilation"
"2087","Alacrity","Passive"
"2088","Seize the Initiative","Passive"
"2089","Beacon of Ytar","Passive"
"2090","Harmony","Passive"
"2091","Crippling Wave","Breaking Wave"
"2092","Cyclone Strike","Implosion"
"2093","Serenity","Ascension"
"2094","Epiphany","Insight"
"2095","Inner Sanctuary","Forbidden Palace"
"2096","Mantra of Conviction","Overawe"
"2097","Near Death Experience","Passive"
"2098","Beacon of Ytar","Passive"
"2099","Unity","Passive"
"2100","Harmony","Passive"
"2101","Way of the Hundred Fists","Fists of Fury"
"2102","Dashing Strike","Radiance"
"2103","Epiphany","Desert Shroud"
"2104","Sweeping Wind","Inner Storm"
"2105","Breath of Heaven","Infused with Light"
"2106","Mantra of Salvation","Agility"
"2107","Harmony","Passive"
"2108","Near Death Experience","Passive"
"2109","Seize the Initiative","Passive"
"2110","Beacon of Ytar","Passive"
"2111","Fists of Thunder","Quickening"
"2112","Dashing Strike","Radiance"
"2113","Sweeping Wind","Inner Storm"
"2114","Breath of Heaven","Infused with Light"
"2115","Epiphany","Desert Shroud"
"2116","Mantra of Conviction","Dishearten"
"2117","Harmony","Passive"
"2118","Beacon of Ytar","Passive"
"2119","Seize the Initiative","Passive"
"2120","Alacrity","Passive"
"2121","Way of the Hundred Fists","Fists of Fury"
"2122","Cyclone Strike","Implosion"
"2123","Breath of Heaven","Infused with Light"
"2124","Dashing Strike","Way of the Falling Star"
"2125","Sweeping Wind","Inner Storm"
"2126","Epiphany","Desert Shroud"
"2127","Alacrity","Passive"
"2128","Beacon of Ytar","Passive"
"2129","Harmony","Passive"
"2130","Seize the Initiative","Passive"
"2131","Wave of Light","Pillar of the Ancients"
"2132","Dashing Strike","Blinding Speed"
"2133","Epiphany","Desert Shroud"
"2134","Mystic Ally","Air Ally"
"2135","Sweeping Wind","Inner Storm"
"2136","Exploding Palm","Impending Doom"
"2137","Sixth Sense","Passive"
"2138","Alacrity","Passive"
"2139","Beacon of Ytar","Passive"
"2140","Harmony","Passive"
"2141","Way of the Hundred Fists","Fists of Fury"
"2142","Sweeping Wind","Inner Storm"
"2143","Breath of Heaven","Infused with Light"
"2144","Epiphany","Desert Shroud"
"2145","Dashing Strike","Way of the Falling Star"
"2146","Mantra of Conviction","Annihilation"
"2147","Harmony","Passive"
"2148","Alacrity","Passive"
"2149","Seize the Initiative","Passive"
"2150","Beacon of Ytar","Passive"
"2151","Way of the Hundred Fists","Fists of Fury"
"2152","Cyclone Strike","Implosion"
"2153","Mantra of Salvation","Agility"
"2154","Sweeping Wind","Inner Storm"
"2155","Breath of Heaven","Infused with Light"
"2156","Epiphany","Desert Shroud"
"2157","Alacrity","Passive"
"2158","Seize the Initiative","Passive"
"2159","Beacon of Ytar","Passive"
"2160","Harmony","Passive"
"2161","Crippling Wave","Rising Tide"
"2162","Dashing Strike","Radiance"
"2163","Sweeping Wind","Inner Storm"
"2164","Breath of Heaven","Infused with Light"
"2165","Epiphany","Desert Shroud"
"2166","Mantra of Salvation","Agility"
"2167","Sixth Sense","Passive"
"2168","Harmony","Passive"
"2169","Determination","Passive"
"2170","Seize the Initiative","Passive"
"2171","Way of the Hundred Fists","Fists of Fury"
"2172","Breath of Heaven","Infused with Light"
"2173","Epiphany","Insight"
"2174","Dashing Strike","Radiance"
"2175","Mantra of Conviction","Annihilation"
"2176","Sweeping Wind","Inner Storm"
"2177","Harmony","Passive"
"2178","Alacrity","Passive"
"2179","Beacon of Ytar","Passive"
"2180","Seize the Initiative","Passive"
"2181","Way of the Hundred Fists","Fists of Fury"
"2182","Sweeping Wind","Inner Storm"
"2183","Breath of Heaven","Infused with Light"
"2184","Dashing Strike","Radiance"
"2185","Epiphany","Desert Shroud"
"2186","Mantra of Salvation","Agility"
"2187","Alacrity","Passive"
"2188","Beacon of Ytar","Passive"
"2189","Seize the Initiative","Passive"
"2190","Harmony","Passive"
"2191","Way of the Hundred Fists","Hands of Lightning"
"2192","Dashing Strike","Quicksilver"
"2193","Mantra of Conviction","Dishearten"
"2194","Serenity","Ascension"
"2195","Epiphany","Desert Shroud"
"2196","Exploding Palm","The Flesh is Weak"
"2197","Seize the Initiative","Passive"
"2198","Momentum","Passive"
"2199","Beacon of Ytar","Passive"
"2200",NA,"Passive"
"2201","Fists of Thunder","Thunderclap"
"2202","Cyclone Strike","Eye of the Storm"
"2203","Dashing Strike","Quicksilver"
"2204","Wave of Light","Pillar of the Ancients"
"2205","Sweeping Wind","Cyclone"
"2206","Exploding Palm","Shocking Grasp"
"2207","Sixth Sense","Passive"
"2208","The Guardian's Path","Passive"
"2209","Seize the Initiative","Passive"
"2210","Harmony","Passive"
"2211","Crippling Wave","Breaking Wave"
"2212","Epiphany","Desert Shroud"
"2213","Cyclone Strike","Implosion"
"2214","Serenity","Ascension"
"2215","Inner Sanctuary","Forbidden Palace"
"2216","Mantra of Conviction","Dishearten"
"2217","Sixth Sense","Passive"
"2218","Beacon of Ytar","Passive"
"2219","Harmony","Passive"
"2220","The Guardian's Path","Passive"
"2221","Fists of Thunder","Quickening"
"2222","Breath of Heaven","Infused with Light"
"2223","Dashing Strike","Radiance"
"2224","Mantra of Salvation","Agility"
"2225","Sweeping Wind","Inner Storm"
"2226","Epiphany","Desert Shroud"
"2227","Beacon of Ytar","Passive"
"2228","Sixth Sense","Passive"
"2229","Alacrity","Passive"
"2230","Harmony","Passive"
"2231","Exploding Palm","Strong Spirit"
"2232","Dashing Strike","Way of the Falling Star"
"2233","Cyclone Strike","Implosion"
"2234","Mantra of Conviction","Overawe"
"2235","Seven-Sided Strike","Sustained Attack"
"2236","Mystic Ally","Air Ally"
"2237","Exalted Soul","Passive"
"2238","Chant of Resonance","Passive"
"2239","Harmony","Passive"
"2240","Beacon of Ytar","Passive"
"2241","Way of the Hundred Fists","Fists of Fury"
"2242","Breath of Heaven","Infused with Light"
"2243","Epiphany","Desert Shroud"
"2244","Sweeping Wind","Inner Storm"
"2245","Dashing Strike","Blinding Speed"
"2246","Mantra of Salvation","Agility"
"2247","Seize the Initiative","Passive"
"2248","Beacon of Ytar","Passive"
"2249","Harmony","Passive"
"2250","Alacrity","Passive"
"2251","Way of the Hundred Fists","Hands of Lightning"
"2252","Exploding Palm","Shocking Grasp"
"2253","Mystic Ally","Fire Ally"
"2254","Dashing Strike","Quicksilver"
"2255","Sweeping Wind","Cyclone"
"2256","Mantra of Conviction","Overawe"
"2257","Harmony","Passive"
"2258","Alacrity","Passive"
"2259","Determination","Passive"
"2260","Seize the Initiative","Passive"
"2261","Crippling Wave","Tsunami"
"2262","Mantra of Conviction","Overawe"
"2263","Inner Sanctuary","Forbidden Palace"
"2264","Cyclone Strike","Implosion"
"2265","Serenity","Ascension"
"2266","Epiphany","Insight"
"2267","Chant of Resonance","Passive"
"2268","Alacrity","Passive"
"2269","Beacon of Ytar","Passive"
"2270","Seize the Initiative","Passive"
"2271","Way of the Hundred Fists","Fists of Fury"
"2272","Dashing Strike","Way of the Falling Star"
"2273","Epiphany","Desert Shroud"
"2274","Breath of Heaven","Infused with Light"
"2275","Mantra of Conviction","Annihilation"
"2276","Sweeping Wind","Inner Storm"
"2277","Seize the Initiative","Passive"
"2278","Alacrity","Passive"
"2279","Beacon of Ytar","Passive"
"2280","Harmony","Passive"
"2281","Way of the Hundred Fists","Fists of Fury"
"2282","Dashing Strike","Way of the Falling Star"
"2283","Sweeping Wind","Inner Storm"
"2284","Breath of Heaven","Infused with Light"
"2285","Mantra of Salvation","Agility"
"2286","Epiphany","Desert Shroud"
"2287","Harmony","Passive"
"2288","Seize the Initiative","Passive"
"2289","Alacrity","Passive"
"2290","Beacon of Ytar","Passive"
"2291","Way of the Hundred Fists","Fists of Fury"
"2292","Dashing Strike","Radiance"
"2293","Sweeping Wind","Inner Storm"
"2294","Breath of Heaven","Infused with Light"
"2295","Epiphany","Desert Shroud"
"2296","Mantra of Salvation","Agility"
"2297","Alacrity","Passive"
"2298","Beacon of Ytar","Passive"
"2299","Harmony","Passive"
"2300","Seize the Initiative","Passive"
"2301","Way of the Hundred Fists","Fists of Fury"
"2302","Epiphany","Insight"
"2303","Dashing Strike","Radiance"
"2304","Breath of Heaven","Infused with Light"
"2305","Sweeping Wind","Inner Storm"
"2306","Mantra of Salvation","Agility"
"2307","Sixth Sense","Passive"
"2308","Harmony","Passive"
"2309","Seize the Initiative","Passive"
"2310","Alacrity","Passive"
"2311","Way of the Hundred Fists","Fists of Fury"
"2312","Dashing Strike","Radiance"
"2313","Breath of Heaven","Infused with Light"
"2314","Sweeping Wind","Inner Storm"
"2315","Epiphany","Desert Shroud"
"2316","Mantra of Salvation","Agility"
"2317","Beacon of Ytar","Passive"
"2318","Alacrity","Passive"
"2319","Harmony","Passive"
"2320","Seize the Initiative","Passive"
"2321","Way of the Hundred Fists","Fists of Fury"
"2322","Dashing Strike","Radiance"
"2323","Breath of Heaven","Infused with Light"
"2324","Sweeping Wind","Inner Storm"
"2325","Mantra of Salvation","Agility"
"2326","Epiphany","Desert Shroud"
"2327","Alacrity","Passive"
"2328","Beacon of Ytar","Passive"
"2329","Seize the Initiative","Passive"
"2330","Harmony","Passive"
"2331","Way of the Hundred Fists","Fists of Fury"
"2332","Dashing Strike","Way of the Falling Star"
"2333","Epiphany","Desert Shroud"
"2334","Sweeping Wind","Inner Storm"
"2335","Breath of Heaven","Infused with Light"
"2336","Mantra of Conviction","Annihilation"
"2337","Seize the Initiative","Passive"
"2338","Alacrity","Passive"
"2339","Beacon of Ytar","Passive"
"2340","Harmony","Passive"
"2341","Way of the Hundred Fists","Fists of Fury"
"2342","Dashing Strike","Blinding Speed"
"2343","Breath of Heaven","Infused with Light"
"2344","Mantra of Salvation","Hard Target"
"2345","Sweeping Wind","Inner Storm"
"2346","Epiphany","Insight"
"2347","Beacon of Ytar","Passive"
"2348","Seize the Initiative","Passive"
"2349","Alacrity","Passive"
"2350","Harmony","Passive"
"2351","Crippling Wave","Rising Tide"
"2352","Dashing Strike","Radiance"
"2353","Epiphany","Desert Shroud"
"2354","Breath of Heaven","Infused with Light"
"2355","Mantra of Conviction","Annihilation"
"2356","Sweeping Wind","Inner Storm"
"2357","Harmony","Passive"
"2358","Momentum","Passive"
"2359","Determination","Passive"
"2360","Seize the Initiative","Passive"
"2361","Way of the Hundred Fists","Fists of Fury"
"2362","Dashing Strike","Radiance"
"2363","Epiphany","Desert Shroud"
"2364","Sweeping Wind","Inner Storm"
"2365","Breath of Heaven","Infused with Light"
"2366","Mantra of Conviction","Annihilation"
"2367","Seize the Initiative","Passive"
"2368","Alacrity","Passive"
"2369","Harmony","Passive"
"2370","Beacon of Ytar","Passive"
