"","Spell","Rune"
"2839","Harmony","Passive"
"2840","Near Death Experience","Passive"
"2841",NA,NA
"2842",NA,NA
"2843",NA,NA
"2844",NA,NA
"2845",NA,NA
"2846",NA,NA
"2847",NA,NA
"2848",NA,NA
"2849",NA,NA
"2850",NA,NA
"2851","Wave of Light","Pillar of the Ancients"
"2852","Sweeping Wind","Inner Storm"
"2853","Dashing Strike","Way of the Falling Star"
"2854","Inner Sanctuary","Forbidden Palace"
"2855","Epiphany","Desert Shroud"
"2856","Mystic Ally","Air Ally"
"2857","Harmony","Passive"
"2858","Beacon of Ytar","Passive"
"2859","Near Death Experience","Passive"
"2860","Determination","Passive"
"2861","Wave of Light","Pillar of the Ancients"
"2862","Sweeping Wind","Inner Storm"
"2863","Mystic Ally","Air Ally"
"2864","Dashing Strike","Quicksilver"
"2865","Epiphany","Desert Shroud"
"2866","Mantra of Salvation","Perseverance"
"2867","Near Death Experience","Passive"
"2868","Beacon of Ytar","Passive"
"2869","Sixth Sense","Passive"
"2870","Harmony","Passive"
"2871","Wave of Light","Explosive Light"
"2872","Mystic Ally","Air Ally"
"2873","Dashing Strike","Way of the Falling Star"
"2874","Sweeping Wind","Inner Storm"
"2875","Mantra of Salvation","Agility"
"2876","Epiphany","Desert Shroud"
"2877","Beacon of Ytar","Passive"
"2878","Near Death Experience","Passive"
"2879","Sixth Sense","Passive"
"2880","Unity","Passive"
"2881","Wave of Light","Explosive Light"
"2882","Dashing Strike","Quicksilver"
"2883","Sweeping Wind","Inner Storm"
"2884","Mystic Ally","Air Ally"
"2885","Epiphany","Desert Shroud"
"2886","Mantra of Healing","Circular Breathing"
"2887","Chant of Resonance","Passive"
"2888","Exalted Soul","Passive"
"2889","Harmony","Passive"
"2890","Unity","Passive"
"2891","Wave of Light","Explosive Light"
"2892","Mantra of Conviction","Annihilation"
"2893","Epiphany","Insight"
"2894","Sweeping Wind","Inner Storm"
"2895","Mystic Ally","Air Ally"
"2896","Dashing Strike","Radiance"
"2897","Near Death Experience","Passive"
"2898","Momentum","Passive"
"2899","Beacon of Ytar","Passive"
"2900","Exalted Soul","Passive"
"2901",NA,NA
"2902",NA,NA
"2903",NA,NA
"2904",NA,NA
"2905",NA,NA
"2906",NA,NA
"2907",NA,NA
"2908",NA,NA
"2909",NA,NA
"2910",NA,NA
"2911","Exploding Palm","Impending Doom"
"2912","Wave of Light","Pillar of the Ancients"
"2913","Serenity","Ascension"
"2914","Epiphany","Desert Shroud"
"2915","Sweeping Wind","Inner Storm"
"2916","Mystic Ally","Air Ally"
"2917","Sixth Sense","Passive"
"2918","Beacon of Ytar","Passive"
"2919","Unity","Passive"
"2920","Harmony","Passive"
"2921","Wave of Light","Explosive Light"
"2922","Mystic Ally","Air Ally"
"2923","Dashing Strike","Way of the Falling Star"
"2924","Sweeping Wind","Inner Storm"
"2925","Epiphany","Insight"
"2926","Serenity","Ascension"
"2927","Near Death Experience","Passive"
"2928","Beacon of Ytar","Passive"
"2929","Seize the Initiative","Passive"
"2930","Momentum","Passive"
"2931","Deadly Reach","Lashing Tail Kick"
"2932","Blinding Flash",NA
"2933",NA,NA
"2934",NA,NA
"2935",NA,NA
"2936",NA,NA
"2937",NA,"Passive"
"2938",NA,"Passive"
"2939",NA,"Passive"
"2940",NA,"Passive"
"2941","Wave of Light","Pillar of the Ancients"
"2942","Exploding Palm","Shocking Grasp"
"2943","Dashing Strike","Blinding Speed"
"2944","Mystic Ally","Air Ally"
"2945","Sweeping Wind","Inner Storm"
"2946","Epiphany","Desert Shroud"
"2947","Harmony","Passive"
"2948","Beacon of Ytar","Passive"
"2949","Sixth Sense","Passive"
"2950","Near Death Experience","Passive"
"2951","Wave of Light","Explosive Light"
"2952","Dashing Strike","Way of the Falling Star"
"2953","Mantra of Healing","Circular Breathing"
"2954","Epiphany","Desert Shroud"
"2955","Mystic Ally","Air Ally"
"2956","Serenity","Ascension"
"2957","Unity","Passive"
"2958","Beacon of Ytar","Passive"
"2959","Near Death Experience","Passive"
"2960","Sixth Sense","Passive"
"2961","Deadly Reach","Scattered Blows"
"2962","Wave of Light","Pillar of the Ancients"
"2963","Mystic Ally","Fire Ally"
"2964","Dashing Strike","Quicksilver"
"2965","Sweeping Wind","Inner Storm"
"2966","Epiphany","Desert Shroud"
"2967","Alacrity","Passive"
"2968","Sixth Sense","Passive"
"2969","Near Death Experience","Passive"
"2970","Beacon of Ytar","Passive"
"2971","Wave of Light","Explosive Light"
"2972","Mystic Ally","Air Ally"
"2973","Dashing Strike","Way of the Falling Star"
"2974","Epiphany","Desert Shroud"
"2975","Sweeping Wind","Inner Storm"
"2976","Mantra of Salvation","Agility"
"2977","Harmony","Passive"
"2978","Beacon of Ytar","Passive"
"2979","Seize the Initiative","Passive"
"2980","Near Death Experience","Passive"
"2981","Exploding Palm","Shocking Grasp"
"2982","Wave of Light","Pillar of the Ancients"
"2983","Epiphany","Desert Shroud"
"2984","Dashing Strike","Way of the Falling Star"
"2985","Sweeping Wind","Inner Storm"
"2986","Mantra of Salvation","Agility"
"2987","Sixth Sense","Passive"
"2988","Exalted Soul","Passive"
"2989","Beacon of Ytar","Passive"
"2990","Harmony","Passive"
"2991","Wave of Light","Explosive Light"
"2992","Mantra of Conviction","Overawe"
"2993","Serenity","Ascension"
"2994","Dashing Strike","Quicksilver"
"2995","Mystic Ally","Air Ally"
"2996","Epiphany","Desert Shroud"
"2997","Near Death Experience","Passive"
"2998","Momentum","Passive"
"2999","Beacon of Ytar","Passive"
"3000","Harmony","Passive"
"3001","Wave of Light","Shattering Light"
"3002","Sweeping Wind","Master of Wind"
"3003","Dashing Strike","Quicksilver"
"3004","Mystic Ally","Air Ally"
"3005","Epiphany","Insight"
"3006","Inner Sanctuary","Forbidden Palace"
"3007","Sixth Sense","Passive"
"3008","Beacon of Ytar","Passive"
"3009","Near Death Experience","Passive"
"3010","Momentum","Passive"
"3011","Wave of Light","Shattering Light"
"3012","Exploding Palm","Impending Doom"
"3013","Cyclone Strike","Implosion"
"3014","Dashing Strike","Blinding Speed"
"3015","Epiphany","Insight"
"3016","Mystic Ally","Air Ally"
"3017","Beacon of Ytar","Passive"
"3018","Sixth Sense","Passive"
"3019","Near Death Experience","Passive"
"3020","Exalted Soul","Passive"
"3021","Wave of Light","Pillar of the Ancients"
"3022","Exploding Palm","Shocking Grasp"
"3023","Dashing Strike","Blinding Speed"
"3024","Mystic Ally","Air Ally"
"3025","Epiphany","Insight"
"3026","Mantra of Salvation","Agility"
"3027","Beacon of Ytar","Passive"
"3028","Near Death Experience","Passive"
"3029","Sixth Sense","Passive"
"3030","Harmony","Passive"
"3031","Wave of Light","Explosive Light"
"3032","Dashing Strike","Blinding Speed"
"3033","Blinding Flash","Faith in the Light"
"3034","Epiphany","Insight"
"3035","Mantra of Salvation","Agility"
"3036","Mystic Ally","Air Ally"
"3037","Seize the Initiative","Passive"
"3038","Near Death Experience","Passive"
"3039","Beacon of Ytar","Passive"
"3040","Harmony","Passive"
"3041","Wave of Light","Pillar of the Ancients"
"3042","Dashing Strike","Blinding Speed"
"3043","Mystic Ally","Air Ally"
"3044","Mantra of Salvation","Agility"
"3045","Epiphany","Desert Shroud"
"3046","Sweeping Wind","Inner Storm"
"3047","Near Death Experience","Passive"
"3048","Beacon of Ytar","Passive"
"3049","Sixth Sense","Passive"
"3050","Harmony","Passive"
"3051","Way of the Hundred Fists","Hands of Lightning"
"3052","Dashing Strike","Quicksilver"
"3053","Epiphany","Desert Shroud"
"3054","Sweeping Wind","Cyclone"
"3055","Cyclone Strike","Eye of the Storm"
"3056","Mantra of Healing","Time of Need"
"3057","Near Death Experience","Passive"
"3058","Alacrity","Passive"
"3059","Harmony","Passive"
"3060","Seize the Initiative","Passive"
"3061","Fists of Thunder","Quickening"
"3062","Wave of Light","Pillar of the Ancients"
"3063","Sweeping Wind","Cyclone"
"3064","Dashing Strike","Quicksilver"
"3065","Mystic Ally","Air Ally"
"3066","Epiphany","Insight"
"3067","Beacon of Ytar","Passive"
"3068","Harmony","Passive"
"3069","Near Death Experience","Passive"
"3070","Unity","Passive"
"3071","Way of the Hundred Fists","Fists of Fury"
"3072","Epiphany","Desert Shroud"
"3073","Dashing Strike","Quicksilver"
"3074","Cyclone Strike","Implosion"
"3075","Mantra of Salvation","Agility"
"3076","Blinding Flash","Self Reflection"
"3077","Beacon of Ytar","Passive"
"3078","Sixth Sense","Passive"
"3079","Near Death Experience","Passive"
"3080","Harmony","Passive"
"3081","Wave of Light","Wall of Light"
"3082","Mystic Ally","Air Ally"
"3083","Sweeping Wind","Inner Storm"
"3084","Dashing Strike","Quicksilver"
"3085","Epiphany","Desert Shroud"
"3086","Mantra of Salvation","Agility"
"3087","Beacon of Ytar","Passive"
"3088","Harmony","Passive"
"3089","Exalted Soul","Passive"
"3090","Near Death Experience","Passive"
"3091","Wave of Light","Pillar of the Ancients"
"3092","Mystic Ally","Air Ally"
"3093","Epiphany","Desert Shroud"
"3094","Dashing Strike","Blinding Speed"
"3095","Sweeping Wind","Inner Storm"
"3096","Mantra of Salvation","Agility"
"3097","Near Death Experience","Passive"
"3098","Sixth Sense","Passive"
"3099","Beacon of Ytar","Passive"
"3100","Unity","Passive"
"3101","Exploding Palm","Shocking Grasp"
"3102","Wave of Light","Pillar of the Ancients"
"3103","Sweeping Wind","Inner Storm"
"3104","Dashing Strike","Blinding Speed"
"3105","Epiphany","Desert Shroud"
"3106","Mystic Ally","Air Ally"
"3107","Exalted Soul","Passive"
"3108","Near Death Experience","Passive"
"3109","Beacon of Ytar","Passive"
"3110","Sixth Sense","Passive"
"3111","Wave of Light","Explosive Light"
"3112","Mystic Ally","Air Ally"
"3113","Dashing Strike","Way of the Falling Star"
"3114","Sweeping Wind","Inner Storm"
"3115","Epiphany","Insight"
"3116","Mantra of Salvation","Agility"
"3117","Unity","Passive"
"3118","Beacon of Ytar","Passive"
"3119","Harmony","Passive"
"3120","Exalted Soul","Passive"
"3121","Fists of Thunder","Lashing Tail Kick"
"3122","Blinding Flash","Dashing Strike"
"3123","Cyclone Strike","Mantra of Salvation"
"3124","Agility",NA
"3125",NA,NA
"3126",NA,NA
"3127",NA,"Passive"
"3128",NA,"Passive"
"3129",NA,"Passive"
"3130",NA,"Passive"
"3131","Wave of Light","Pillar of the Ancients"
"3132","Dashing Strike","Blinding Speed"
"3133","Epiphany","Desert Shroud"
"3134","Sweeping Wind","Inner Storm"
"3135","Mystic Ally","Air Ally"
"3136","Mantra of Salvation","Agility"
"3137","Beacon of Ytar","Passive"
"3138","Near Death Experience","Passive"
"3139","Harmony","Passive"
"3140","Exalted Soul","Passive"
"3141","Crippling Wave","Tsunami"
"3142","Cyclone Strike","Implosion"
"3143","Blinding Flash","Self Reflection"
"3144","Epiphany","Desert Shroud"
"3145","Dashing Strike","Blinding Speed"
"3146","Mantra of Salvation","Agility"
"3147","Near Death Experience","Passive"
"3148","Harmony","Passive"
"3149","Sixth Sense","Passive"
"3150","Beacon of Ytar","Passive"
"3151","Wave of Light","Explosive Light"
"3152","Dashing Strike","Way of the Falling Star"
"3153","Mystic Ally","Air Ally"
"3154","Blinding Flash","Faith in the Light"
"3155","Serenity","Ascension"
"3156","Epiphany","Insight"
"3157","Momentum","Passive"
"3158","Near Death Experience","Passive"
"3159","Sixth Sense","Passive"
"3160","Harmony","Passive"
"3161","Wave of Light","Explosive Light"
"3162","Sweeping Wind","Inner Storm"
"3163","Blinding Flash","Faith in the Light"
"3164","Mystic Ally","Air Ally"
"3165","Dashing Strike","Way of the Falling Star"
"3166","Epiphany","Desert Shroud"
"3167","Relentless Assault","Passive"
"3168","Beacon of Ytar","Passive"
"3169","Near Death Experience","Passive"
"3170","Harmony","Passive"
"3171","Exploding Palm","Shocking Grasp"
"3172","Cyclone Strike","Eye of the Storm"
"3173","Mystic Ally","Air Ally"
"3174","Dashing Strike","Blinding Speed"
"3175","Epiphany","Desert Shroud"
"3176","Sweeping Wind","Inner Storm"
"3177","Beacon of Ytar","Passive"
"3178","Harmony","Passive"
"3179","Near Death Experience","Passive"
"3180","Sixth Sense","Passive"
"3181","Fists of Thunder","Quickening"
"3182","Wave of Light","Pillar of the Ancients"
"3183","Serenity","Ascension"
"3184","Sweeping Wind","Inner Storm"
"3185","Exploding Palm","Shocking Grasp"
"3186","Mantra of Salvation","Agility"
"3187","Seize the Initiative","Passive"
"3188","Harmony","Passive"
"3189","Near Death Experience","Passive"
"3190","Alacrity","Passive"
"3191","Way of the Hundred Fists","Fists of Fury"
"3192","Sweeping Wind","Inner Storm"
"3193","Breath of Heaven","Infused with Light"
"3194","Epiphany","Desert Shroud"
"3195","Dashing Strike","Radiance"
"3196","Mantra of Salvation","Agility"
"3197","Seize the Initiative","Passive"
"3198","Beacon of Ytar","Passive"
"3199","Harmony","Passive"
"3200","Alacrity","Passive"
"3201","Wave of Light","Explosive Light"
"3202","Mystic Ally","Air Ally"
"3203","Sweeping Wind","Inner Storm"
"3204","Epiphany","Desert Shroud"
"3205","Mantra of Salvation","Agility"
"3206","Dashing Strike","Quicksilver"
"3207","Harmony","Passive"
"3208","Near Death Experience","Passive"
"3209","Sixth Sense","Passive"
"3210","Exalted Soul","Passive"
"3211","Fists of Thunder","Wind Blast"
"3212","Dashing Strike","Blinding Speed"
"3213","Blinding Flash","Self Reflection"
"3214","Serenity","Ascension"
"3215","Cyclone Strike","Implosion"
"3216","Mystic Ally","Earth Ally"
"3217","Exalted Soul","Passive"
"3218","Sixth Sense","Passive"
"3219","Harmony","Passive"
"3220","Beacon of Ytar","Passive"
"3221","Way of the Hundred Fists","Fists of Fury"
"3222","Dashing Strike","Radiance"
"3223","Epiphany","Desert Shroud"
"3224","Mantra of Salvation","Agility"
"3225","Breath of Heaven","Infused with Light"
"3226","Sweeping Wind","Inner Storm"
"3227","Beacon of Ytar","Passive"
"3228","Sixth Sense","Passive"
"3229","Harmony","Passive"
"3230","Seize the Initiative","Passive"
"3231",NA,NA
"3232",NA,NA
"3233",NA,NA
"3234",NA,NA
"3235",NA,NA
"3236",NA,NA
"3237",NA,NA
"3238",NA,NA
"3239",NA,NA
"3240",NA,NA
"3241","Way of the Hundred Fists","Fists of Fury"
"3242","Dashing Strike","Radiance"
"3243","Mantra of Salvation","Agility"
"3244","Sweeping Wind","Inner Storm"
"3245","Breath of Heaven","Infused with Light"
"3246","Epiphany","Desert Shroud"
"3247","Near Death Experience","Passive"
"3248","Harmony","Passive"
"3249","Beacon of Ytar","Passive"
"3250","Sixth Sense","Passive"
"3251","Exploding Palm","Shocking Grasp"
"3252","Wave of Light","Pillar of the Ancients"
"3253","Sweeping Wind","Inner Storm"
"3254","Dashing Strike","Quicksilver"
"3255","Epiphany","Desert Shroud"
"3256","Mystic Ally","Air Ally"
"3257","Beacon of Ytar","Passive"
"3258","Sixth Sense","Passive"
"3259","Resolve","Passive"
"3260","Harmony","Passive"
"3261","Way of the Hundred Fists","Hands of Lightning"
"3262","Cyclone Strike","Eye of the Storm"
"3263","Serenity","Ascension"
"3264","Mystic Ally","Air Ally"
"3265","Dashing Strike","Quicksilver"
"3266","Mantra of Conviction","Intimidation"
"3267","Harmony","Passive"
"3268","Chant of Resonance","Passive"
"3269","Sixth Sense","Passive"
"3270","Near Death Experience","Passive"
"3271","Tempest Rush","Bluster"
"3272","Sweeping Wind","Fire Storm"
"3273","Inner Sanctuary","Forbidden Palace"
"3274","Epiphany","Desert Shroud"
"3275","Mystic Ally","Air Ally"
"3276","Mantra of Salvation","Agility"
"3277","Beacon of Ytar","Passive"
"3278","Momentum","Passive"
"3279","Sixth Sense","Passive"
"3280","Near Death Experience","Passive"
"3281","Way of the Hundred Fists","Fists of Fury"
"3282","Dashing Strike","Blinding Speed"
"3283","Sweeping Wind","Inner Storm"
"3284","Breath of Heaven","Infused with Light"
"3285","Mantra of Salvation","Agility"
"3286","Epiphany","Desert Shroud"
"3287","The Guardian's Path","Passive"
"3288","Harmony","Passive"
"3289","Beacon of Ytar","Passive"
"3290","Alacrity","Passive"
"3291","Way of the Hundred Fists","Hands of Lightning"
"3292","Blinding Flash","Faith in the Light"
"3293","Dashing Strike","Quicksilver"
"3294","Epiphany","Desert Shroud"
"3295","Mystic Ally","Fire Ally"
"3296","Mantra of Conviction","Annihilation"
"3297","Momentum","Passive"
"3298","Beacon of Ytar","Passive"
"3299","Near Death Experience","Passive"
"3300","Fleet Footed","Passive"
"3301",NA,NA
"3302",NA,NA
"3303",NA,NA
"3304",NA,NA
"3305",NA,NA
"3306",NA,NA
"3307",NA,NA
"3308",NA,NA
"3309",NA,NA
"3310",NA,NA
"3311","Way of the Hundred Fists","Windforce Flurry"
"3312","Seven-Sided Strike","Pandemonium"
"3313","Breath of Heaven","Blazing Wrath"
"3314","Cyclone Strike","Wall of Wind"
"3315","Mystic Ally","Water Ally"
"3316","Mantra of Salvation","Perseverance"
"3317","Relentless Assault","Passive"
"3318","Sixth Sense","Passive"
"3319","Harmony","Passive"
"3320","Beacon of Ytar","Passive"
"3321","Way of the Hundred Fists","Hands of Lightning"
"3322","Cyclone Strike","Eye of the Storm"
"3323","Mystic Ally","Air Ally"
"3324","Epiphany","Desert Shroud"
"3325","Sweeping Wind","Inner Storm"
"3326","Mantra of Salvation","Agility"
"3327","Harmony","Passive"
"3328","Determination","Passive"
"3329","Near Death Experience","Passive"
"3330","Unity","Passive"
"3331","Fists of Thunder","Thunderclap"
"3332","Exploding Palm","Shocking Grasp"
"3333","Dashing Strike","Quicksilver"
"3334","Cyclone Strike","Implosion"
"3335","Epiphany","Insight"
"3336","Sweeping Wind","Cyclone"
"3337","The Guardian's Path","Passive"
"3338","Near Death Experience","Passive"
"3339","Resolve","Passive"
"3340","Beacon of Ytar","Passive"
"3341","Wave of Light","Pillar of the Ancients"
"3342","Mystic Ally","Air Ally"
"3343","Sweeping Wind","Inner Storm"
"3344","Epiphany","Desert Shroud"
"3345","Serenity","Tranquility"
"3346","Mantra of Salvation","Perseverance"
"3347","Beacon of Ytar","Passive"
"3348","Near Death Experience","Passive"
"3349","Harmony","Passive"
"3350","Sixth Sense","Passive"
"3351","Way of the Hundred Fists","Fists of Fury"
"3352","Mantra of Conviction","Overawe"
"3353","Dashing Strike","Radiance"
"3354","Sweeping Wind","Inner Storm"
"3355","Breath of Heaven","Infused with Light"
"3356","Epiphany","Desert Shroud"
"3357","Beacon of Ytar","Passive"
"3358","Harmony","Passive"
"3359","Seize the Initiative","Passive"
"3360","Near Death Experience","Passive"
"3361","Way of the Hundred Fists","Fists of Fury"
"3362","Breath of Heaven","Infused with Light"
"3363","Epiphany","Desert Shroud"
"3364","Dashing Strike","Radiance"
"3365","Mantra of Salvation","Agility"
"3366","Sweeping Wind","Inner Storm"
"3367","Near Death Experience","Passive"
"3368","Seize the Initiative","Passive"
"3369","Harmony","Passive"
"3370","Sixth Sense","Passive"
"3371","Crippling Wave","Breaking Wave"
"3372","Mantra of Salvation","Agility"
"3373","Serenity","Ascension"
"3374","Cyclone Strike","Implosion"
"3375","Epiphany","Desert Shroud"
"3376","Inner Sanctuary","Forbidden Palace"
"3377","The Guardian's Path","Passive"
"3378","Beacon of Ytar","Passive"
"3379","Harmony","Passive"
"3380","Near Death Experience","Passive"
"3381","Wave of Light","Pillar of the Ancients"
"3382","Dashing Strike","Quicksilver"
"3383","Serenity","Ascension"
"3384","Sweeping Wind","Inner Storm"
"3385","Epiphany","Desert Shroud"
"3386","Mystic Ally","Air Ally"
"3387","Beacon of Ytar","Passive"
"3388","Sixth Sense","Passive"
"3389","Harmony","Passive"
"3390","Near Death Experience","Passive"
"3391","Tempest Rush","Electric Field"
"3392","Sweeping Wind","Inner Storm"
"3393","Epiphany","Desert Shroud"
"3394","Mystic Ally","Air Ally"
"3395","Serenity","Ascension"
"3396","Mantra of Healing","Circular Breathing"
"3397","The Guardian's Path","Passive"
"3398","Unity","Passive"
"3399","Momentum","Passive"
"3400","Near Death Experience","Passive"
"3401","Deadly Reach","Lashing Tail Kick"
"3402","Blinding Flash",NA
"3403",NA,NA
"3404",NA,NA
"3405",NA,NA
"3406",NA,NA
"3407",NA,"Passive"
"3408",NA,"Passive"
"3409",NA,"Passive"
"3410",NA,"Passive"
"3411","Way of the Hundred Fists","Fists of Fury"
"3412","Epiphany","Desert Shroud"
"3413","Sweeping Wind","Inner Storm"
"3414","Dashing Strike","Radiance"
"3415","Breath of Heaven","Infused with Light"
"3416","Mantra of Healing","Heavenly Body"
"3417","Seize the Initiative","Passive"
"3418","Harmony","Passive"
"3419","Alacrity","Passive"
"3420","Beacon of Ytar","Passive"
"3421","Way of the Hundred Fists","Fists of Fury"
"3422","Dashing Strike","Quicksilver"
"3423","Mystic Ally","Air Ally"
"3424","Sweeping Wind","Inner Storm"
"3425","Epiphany","Desert Shroud"
"3426","Mantra of Salvation","Perseverance"
"3427","Alacrity","Passive"
"3428","Harmony","Passive"
"3429","Sixth Sense","Passive"
"3430","Near Death Experience","Passive"
"3431","Way of the Hundred Fists","Assimilation"
"3432","Lashing Tail Kick","Sweeping Armada "
"3433","Dashing Strike","Barrage"
"3434","Epiphany","Insight"
"3435","Seven-Sided Strike","Sustained Attack"
"3436","Mantra of Salvation","Divine Protection"
"3437","Beacon of Ytar","Passive"
"3438","Harmony","Passive"
"3439","Transcendence","Passive"
"3440","Near Death Experience","Passive"
"3441","Tempest Rush","Northern Breeze"
"3442","Mystic Ally","Air Ally"
"3443","Epiphany","Desert Shroud"
"3444","Serenity","Ascension"
"3445","Sweeping Wind","Inner Storm"
"3446","Mantra of Salvation","Agility"
"3447","Sixth Sense","Passive"
"3448","Harmony","Passive"
"3449","Near Death Experience","Passive"
"3450","Momentum","Passive"
"3451","Wave of Light","Explosive Light"
"3452","Sweeping Wind","Inner Storm"
"3453","Mystic Ally","Air Ally"
"3454","Dashing Strike","Radiance"
"3455","Epiphany","Insight"
"3456","Mantra of Salvation","Agility"
"3457","Exalted Soul","Passive"
"3458","Near Death Experience","Passive"
"3459","Sixth Sense","Passive"
"3460","Harmony","Passive"
"3461","Crippling Wave","Breaking Wave"
"3462","Mantra of Conviction","Overawe"
"3463","Cyclone Strike","Implosion"
"3464","Serenity","Ascension"
"3465","Inner Sanctuary","Forbidden Palace"
"3466","Epiphany","Desert Shroud"
"3467","Harmony","Passive"
"3468","Near Death Experience","Passive"
"3469","Beacon of Ytar","Passive"
"3470","Sixth Sense","Passive"
"3471","Deadly Reach","Scattered Blows"
"3472","Lashing Tail Kick","Scorpion Sting"
"3473","Epiphany","Desert Shroud"
"3474","Dashing Strike","Quicksilver"
"3475","Sweeping Wind","Cyclone"
"3476","Mantra of Salvation","Agility"
"3477","Near Death Experience","Passive"
"3478","Transcendence","Passive"
"3479","Seize the Initiative","Passive"
"3480","Harmony","Passive"
"3481","Wave of Light","Explosive Light"
"3482","Epiphany","Desert Shroud"
"3483","Mantra of Conviction","Annihilation"
"3484","Sweeping Wind","Inner Storm"
"3485","Mystic Ally","Air Ally"
"3486","Dashing Strike","Way of the Falling Star"
"3487","Harmony","Passive"
"3488","Beacon of Ytar","Passive"
"3489","Seize the Initiative","Passive"
"3490","Momentum","Passive"
"3491","Wave of Light","Pillar of the Ancients"
"3492","Sweeping Wind","Inner Storm"
"3493","Serenity","Ascension"
"3494","Mystic Ally","Air Ally"
"3495","Epiphany","Desert Shroud"
"3496","Mantra of Salvation","Perseverance"
"3497","Exalted Soul","Passive"
"3498","Harmony","Passive"
"3499","Beacon of Ytar","Passive"
"3500","Near Death Experience","Passive"
"3501","Wave of Light","Explosive Light"
"3502","Inner Sanctuary","Forbidden Palace"
"3503","Epiphany","Desert Shroud"
"3504","Sweeping Wind","Inner Storm"
"3505","Mystic Ally","Air Ally"
"3506","Serenity","Ascension"
"3507","Beacon of Ytar","Passive"
"3508","Harmony","Passive"
"3509","Near Death Experience","Passive"
"3510","Sixth Sense","Passive"
"3511","Way of the Hundred Fists","Fists of Fury"
"3512","Dashing Strike","Blinding Speed"
"3513","Epiphany","Desert Shroud"
"3514","Breath of Heaven","Infused with Light"
"3515","Sweeping Wind","Inner Storm"
"3516","Mantra of Conviction","Annihilation"
"3517","Sixth Sense","Passive"
"3518","Near Death Experience","Passive"
"3519","Beacon of Ytar","Passive"
"3520","Harmony","Passive"
"3521","Fists of Thunder","Wind Blast"
"3522","Mantra of Conviction","Overawe"
"3523","Breath of Heaven","Circle of Life"
"3524","Cyclone Strike","Wall of Wind"
"3525","Inner Sanctuary","Forbidden Palace"
"3526","Epiphany","Soothing Mist"
"3527","Near Death Experience","Passive"
"3528","Chant of Resonance","Passive"
"3529","Harmony","Passive"
"3530","The Guardian's Path","Passive"
"3531","Wave of Light","Pillar of the Ancients"
"3532","Dashing Strike","Way of the Falling Star"
"3533","Epiphany","Desert Shroud"
"3534","Sweeping Wind","Inner Storm"
"3535","Mystic Ally","Air Ally"
"3536","Mantra of Salvation","Divine Protection"
"3537","Near Death Experience","Passive"
"3538","Exalted Soul","Passive"
"3539","Sixth Sense","Passive"
"3540","Harmony","Passive"
"3541","Deadly Reach","Scattered Blows"
"3542","Wave of Light","Pillar of the Ancients"
"3543","Dashing Strike","Quicksilver"
"3544","Mystic Ally","Air Ally"
"3545","Epiphany","Desert Shroud"
"3546","Sweeping Wind","Cyclone"
"3547","Sixth Sense","Passive"
"3548","Harmony","Passive"
"3549","Beacon of Ytar","Passive"
"3550","Near Death Experience","Passive"
"3551","Fists of Thunder","Static Charge"
"3552","Dashing Strike","Quicksilver"
"3553","Cyclone Strike","Eye of the Storm"
"3554","Breath of Heaven","Circle of Life"
"3555","Mantra of Healing","Sustenance"
"3556","Epiphany","Desert Shroud"
"3557","Sixth Sense","Passive"
"3558","Beacon of Ytar","Passive"
"3559","Near Death Experience","Passive"
"3560","Seize the Initiative","Passive"
"3561","Way of the Hundred Fists","Fists of Fury"
"3562","Breath of Heaven","Infused with Light"
"3563","Sweeping Wind","Inner Storm"
"3564","Dashing Strike","Radiance"
"3565","Mantra of Salvation","Agility"
"3566","Epiphany","Desert Shroud"
"3567","Sixth Sense","Passive"
"3568","Beacon of Ytar","Passive"
"3569","Near Death Experience","Passive"
"3570","Harmony","Passive"
"3571","Exploding Palm","Shocking Grasp"
"3572","Wave of Light","Pillar of the Ancients"
"3573","Serenity","Instant Karma"
"3574","Dashing Strike","Quicksilver"
"3575","Mystic Ally","Air Ally"
"3576","Epiphany","Desert Shroud"
"3577","Unity","Passive"
"3578","Near Death Experience","Passive"
"3579","Harmony","Passive"
"3580","Exalted Soul","Passive"
"3581","Way of the Hundred Fists","Fists of Fury"
"3582","Dashing Strike","Quicksilver"
"3583","Epiphany","Inner Fire"
"3584","Mystic Ally","Air Ally"
"3585","Sweeping Wind","Inner Storm"
"3586","Mantra of Conviction","Intimidation"
"3587","Harmony","Passive"
"3588","Alacrity","Passive"
"3589","Near Death Experience","Passive"
"3590","Unity","Passive"
"3591","Fists of Thunder","Thunderclap"
"3592","Lashing Tail Kick","Vulture Claw Kick"
"3593","Blinding Flash","Dashing Strike"
"3594",NA,NA
"3595",NA,NA
"3596",NA,NA
"3597",NA,"Passive"
"3598",NA,"Passive"
"3599",NA,"Passive"
"3600",NA,"Passive"
"3601","Exploding Palm","Shocking Grasp"
"3602","Wave of Light","Pillar of the Ancients"
"3603","Dashing Strike","Quicksilver"
"3604","Mystic Ally","Air Ally"
"3605","Epiphany","Insight"
"3606","Sweeping Wind","Inner Storm"
"3607","Harmony","Passive"
"3608","Exalted Soul","Passive"
"3609","Near Death Experience","Passive"
"3610","Beacon of Ytar","Passive"
"3611","Way of the Hundred Fists","Fists of Fury"
"3612","Sweeping Wind","Inner Storm"
"3613","Serenity","Ascension"
"3614","Mantra of Salvation","Agility"
"3615","Epiphany","Insight"
