"","Spell","Rune"
"2069","Boon of Bul-Kathos","Passive"
"2070","Rampage","Passive"
"2071","Rend","Mutilate"
"2072","Furious Charge","Battering Ram"
"2073","Sprint","Forced March"
"2074","War Cry","Impunity"
"2075","Threatening Shout","Demoralize"
"2076","Ignore Pain","Ignorance is Bliss"
"2077","Inspiring Presence","Passive"
"2078","Nerves of Steel","Passive"
"2079","Tough as Nails","Passive"
"2080","Superstition","Passive"
"2081","Ground Stomp","Wrenching Smash"
"2082","Furious Charge","Battering Ram"
"2083","Call of the Ancients","The Council Rises"
"2084","Wrath of the Berserker","Insanity"
"2085","Ignore Pain","Iron Hide"
"2086","Battle Rage","Bloodshed"
"2087","Brawler","Passive"
"2088","Berserker Rage","Passive"
"2089","Boon of Bul-Kathos","Passive"
"2090","Rampage","Passive"
"2091","Call of the Ancients","The Council Rises"
"2092","Battle Rage","Bloodshed"
"2093","Sprint","Marathon"
"2094","Ignore Pain","Ignorance is Bliss"
"2095","Wrath of the Berserker","Insanity"
"2096","Furious Charge","Battering Ram"
"2097","Boon of Bul-Kathos","Passive"
"2098","Ruthless","Passive"
"2099","Brawler","Passive"
"2100","Rampage","Passive"
"2101","Frenzy","Smite"
"2102","Whirlwind","Hurricane"
"2103","Furious Charge","Battering Ram"
"2104","Ignore Pain","Bravado"
"2105","Wrath of the Berserker","Striding Giant"
"2106","Battle Rage","Into the Fray"
"2107","Berserker Rage","Passive"
"2108","Rampage","Passive"
"2109","Boon of Bul-Kathos","Passive"
"2110","Relentless","Passive"
"2111","Frenzy","Maniac"
"2112","Battle Rage","Bloodshed"
"2113","Furious Charge","Battering Ram"
"2114","Ignore Pain","Ignorance is Bliss"
"2115","Call of the Ancients","The Council Rises"
"2116","Wrath of the Berserker","Insanity"
"2117","Berserker Rage","Passive"
"2118","Rampage","Passive"
"2119","Ruthless","Passive"
"2120","Boon of Bul-Kathos","Passive"
"2121","Frenzy","Maniac"
"2122","Furious Charge","Battering Ram"
"2123","Battle Rage","Into the Fray"
"2124","Ignore Pain","Iron Hide"
"2125","Call of the Ancients","The Council Rises"
"2126","Wrath of the Berserker","Insanity"
"2127","Berserker Rage","Passive"
"2128","Superstition","Passive"
"2129","Tough as Nails","Passive"
"2130","Boon of Bul-Kathos","Passive"
"2131","Call of the Ancients","The Council Rises"
"2132","Furious Charge","Battering Ram"
"2133","Ignore Pain","Ignorance is Bliss"
"2134","War Cry","Invigorate"
"2135","Wrath of the Berserker","Insanity"
"2136","Battle Rage","Bloodshed"
"2137","Boon of Bul-Kathos","Passive"
"2138","Rampage","Passive"
"2139","Ruthless","Passive"
"2140","Berserker Rage","Passive"
"2141","Call of the Ancients","The Council Rises"
"2142","Furious Charge","Battering Ram"
"2143","Battle Rage","Bloodshed"
"2144","Ignore Pain","Ignorance is Bliss"
"2145","Wrath of the Berserker","Insanity"
"2146","War Cry","Impunity"
"2147","Boon of Bul-Kathos","Passive"
"2148","Rampage","Passive"
"2149","Ruthless","Passive"
"2150","Superstition","Passive"
"2151","Frenzy","Maniac"
"2152","Call of the Ancients","The Council Rises"
"2153","Wrath of the Berserker","Insanity"
"2154","Battle Rage","Bloodshed"
"2155","Furious Charge","Battering Ram"
"2156","Ignore Pain","Ignorance is Bliss"
"2157","Boon of Bul-Kathos","Passive"
"2158","Berserker Rage","Passive"
"2159","Ruthless","Passive"
"2160","Tough as Nails","Passive"
"2161","Frenzy","Maniac"
"2162","Sprint","Forced March"
"2163","Furious Charge","Battering Ram"
"2164","War Cry","Hardened Wrath"
"2165","Call of the Ancients","The Council Rises"
"2166","Wrath of the Berserker","Insanity"
"2167","Rampage","Passive"
"2168","Boon of Bul-Kathos","Passive"
"2169","Berserker Rage","Passive"
"2170","Ruthless","Passive"
"2171","Frenzy","Maniac"
"2172","Furious Charge","Battering Ram"
"2173","War Cry","Impunity"
"2174","Call of the Ancients","The Council Rises"
"2175","Wrath of the Berserker","Insanity"
"2176","Battle Rage","Bloodshed"
"2177","Boon of Bul-Kathos","Passive"
"2178","Berserker Rage","Passive"
"2179","Ruthless","Passive"
"2180","Superstition","Passive"
"2181","Earthquake","Molten Fury"
"2182","Call of the Ancients","The Council Rises"
"2183","Leap","Death from Above"
"2184","Ground Stomp","Wrenching Smash"
"2185","Battle Rage","Bloodshed"
"2186","Wrath of the Berserker","Insanity"
"2187","Boon of Bul-Kathos","Passive"
"2188","Rampage","Passive"
"2189","Berserker Rage","Passive"
"2190","Ruthless","Passive"
"2191","Rend","Mutilate"
"2192","Leap","Death from Above"
"2193","Ground Stomp","Wrenching Smash"
"2194","Ignore Pain","Iron Hide"
"2195","War Cry","Hardened Wrath"
"2196","Earthquake","Chilling Earth"
"2197","Inspiring Presence","Passive"
"2198","Nerves of Steel","Passive"
"2199","Tough as Nails","Passive"
"2200","Superstition","Passive"
"2201","Earthquake","Molten Fury"
"2202","Leap","Death from Above"
"2203","War Cry","Impunity"
"2204","Sprint","Marathon"
"2205","Wrath of the Berserker","Insanity"
"2206","Battle Rage","Bloodshed"
"2207","Ruthless","Passive"
"2208","Boon of Bul-Kathos","Passive"
"2209","Superstition","Passive"
"2210","Earthen Might","Passive"
"2211","Furious Charge","Battering Ram"
"2212","Frenzy","Maniac"
"2213","Wrath of the Berserker","Insanity"
"2214","Battle Rage","Bloodshed"
"2215","Ignore Pain","Iron Hide"
"2216","Call of the Ancients","The Council Rises"
"2217","Boon of Bul-Kathos","Passive"
"2218","Berserker Rage","Passive"
"2219","Rampage","Passive"
"2220","Superstition","Passive"
"2221","Furious Charge","Battering Ram"
"2222","Battle Rage","Bloodshed"
"2223","Sprint","Forced March"
"2224","War Cry","Impunity"
"2225","Overpower","Killing Spree"
"2226","Wrath of the Berserker","Insanity"
"2227","Brawler","Passive"
"2228","Rampage","Passive"
"2229","Berserker Rage","Passive"
"2230","Boon of Bul-Kathos","Passive"
"2231","Call of the Ancients","Together as One"
"2232","Furious Charge","Merciless Assault"
"2233","Sprint","Marathon"
"2234","Battle Rage","Bloodshed"
"2235","War Cry","Impunity"
"2236","Wrath of the Berserker","Striding Giant"
"2237","Boon of Bul-Kathos","Passive"
"2238","Ruthless","Passive"
"2239","Brawler","Passive"
"2240","Rampage","Passive"
"2241","Rend","Lacerate"
"2242","Battle Rage","Into the Fray"
"2243","Sprint","Run Like the Wind"
"2244","Whirlwind","Hurricane"
"2245","Overpower","Killing Spree"
"2246","Wrath of the Berserker","Thrive on Chaos"
"2247","Brawler","Passive"
"2248","Ruthless","Passive"
"2249","Weapons Master","Passive"
"2250",NA,"Passive"
"2251","Call of the Ancients","The Council Rises"
"2252","Earthquake","Molten Fury"
"2253","Sprint","Marathon"
"2254","War Cry","Charge!"
"2255","Leap","Death from Above"
"2256","Wrath of the Berserker","Insanity"
"2257","Rampage","Passive"
"2258","Berserker Rage","Passive"
"2259","Ruthless","Passive"
"2260","Boon of Bul-Kathos","Passive"
"2261","Call of the Ancients","Together as One"
"2262","War Cry","Impunity"
"2263","Furious Charge","Battering Ram"
"2264","Battle Rage","Bloodshed"
"2265","Ignore Pain","Iron Hide"
"2266","Wrath of the Berserker","Insanity"
"2267","Boon of Bul-Kathos","Passive"
"2268","Rampage","Passive"
"2269","Superstition","Passive"
"2270","Berserker Rage","Passive"
"2271","Frenzy","Vanguard"
"2272","Ignore Pain","Ignorance is Bliss"
"2273","Wrath of the Berserker","Insanity"
"2274","Call of the Ancients","The Council Rises"
"2275","Furious Charge","Merciless Assault"
"2276","Battle Rage","Bloodshed"
"2277","Boon of Bul-Kathos","Passive"
"2278","Rampage","Passive"
"2279","Superstition","Passive"
"2280","Berserker Rage","Passive"
"2281","Frenzy","Maniac"
"2282","Call of the Ancients","The Council Rises"
"2283","Furious Charge","Battering Ram"
"2284","Sprint","Forced March"
"2285","War Cry","Impunity"
"2286","Wrath of the Berserker","Insanity"
"2287","Boon of Bul-Kathos","Passive"
"2288","Rampage","Passive"
"2289","Berserker Rage","Passive"
"2290","Brawler","Passive"
"2291","Frenzy","Vanguard"
"2292","Furious Charge","Stamina"
"2293","Wrath of the Berserker","Insanity"
"2294","Ignore Pain","Ignorance is Bliss"
"2295","Battle Rage","Bloodshed"
"2296","War Cry","Impunity"
"2297","Brawler","Passive"
"2298","Berserker Rage","Passive"
"2299","Ruthless","Passive"
"2300","Rampage","Passive"
"2301","Earthquake","Molten Fury"
"2302","Ground Stomp","Wrenching Smash"
"2303","Call of the Ancients","The Council Rises"
"2304","Leap","Death from Above"
"2305","War Cry","Impunity"
"2306","Wrath of the Berserker","Insanity"
"2307","Berserker Rage","Passive"
"2308","Ruthless","Passive"
"2309","Rampage","Passive"
"2310","Boon of Bul-Kathos","Passive"
"2311","Whirlwind","Dust Devils"
"2312","Rend","Bloodbath"
"2313","Sprint","Run Like the Wind"
"2314","Threatening Shout","Intimidate"
"2315","Battle Rage","Marauder's Rage"
"2316","Call of the Ancients","Ancients' Fury"
"2317","Rampage","Passive"
"2318","Unforgiving","Passive"
"2319","Ruthless","Passive"
"2320","Superstition","Passive"
"2321","Frenzy","Maniac"
"2322","Furious Charge","Battering Ram"
"2323","Battle Rage","Bloodshed"
"2324","Ignore Pain","Iron Hide"
"2325","Call of the Ancients","The Council Rises"
"2326","Wrath of the Berserker","Insanity"
"2327","Superstition","Passive"
"2328","Berserker Rage","Passive"
"2329","Ruthless","Passive"
"2330","Boon of Bul-Kathos","Passive"
"2331","Call of the Ancients","The Council Rises"
"2332","Furious Charge","Stamina"
"2333","Battle Rage","Bloodshed"
"2334","Wrath of the Berserker","Insanity"
"2335","Ignore Pain","Iron Hide"
"2336","War Cry","Impunity"
"2337","Superstition","Passive"
"2338","Berserker Rage","Passive"
"2339","Boon of Bul-Kathos","Passive"
"2340","Rampage","Passive"
"2341","Frenzy","Maniac"
"2342","Furious Charge","Battering Ram"
"2343","Call of the Ancients","The Council Rises"
"2344","Battle Rage","Bloodshed"
"2345","Wrath of the Berserker","Insanity"
"2346","Ignore Pain","Ignorance is Bliss"
"2347","Boon of Bul-Kathos","Passive"
"2348","Ruthless","Passive"
"2349","Brawler","Passive"
"2350","Rampage","Passive"
"2351","Whirlwind","Dust Devils"
"2352","Battle Rage","Bloodshed"
"2353","War Cry","Impunity"
"2354","Sprint","Run Like the Wind"
"2355","Wrath of the Berserker","Insanity"
"2356","Call of the Ancients","Ancients' Fury"
"2357","Rampage","Passive"
"2358","Brawler","Passive"
"2359","Berserker Rage","Passive"
"2360","Bloodthirst","Passive"
"2361","Call of the Ancients","Together as One"
"2362","Wrath of the Berserker","Insanity"
"2363","Ignore Pain","Iron Hide"
"2364","Battle Rage","Bloodshed"
"2365","War Cry","Impunity"
"2366","Furious Charge","Merciless Assault"
"2367","Brawler","Passive"
"2368","Boon of Bul-Kathos","Passive"
"2369","Superstition","Passive"
"2370","Berserker Rage","Passive"
"2371","Call of the Ancients","The Council Rises"
"2372","Battle Rage","Bloodshed"
"2373","Furious Charge","Dreadnought"
"2374","Ignore Pain","Iron Hide"
"2375","War Cry","Impunity"
"2376","Wrath of the Berserker","Insanity"
"2377","Boon of Bul-Kathos","Passive"
"2378","Superstition","Passive"
"2379","Ruthless","Passive"
"2380","Berserker Rage","Passive"
"2381","Earthquake","Molten Fury"
"2382","Leap","Death from Above"
"2383","Battle Rage","Marauder's Rage"
"2384","War Cry","Impunity"
"2385","Wrath of the Berserker","Insanity"
"2386","Call of the Ancients","The Council Rises"
"2387","Boon of Bul-Kathos","Passive"
"2388","Brawler","Passive"
"2389","Rampage","Passive"
"2390","Berserker Rage","Passive"
"2391","Call of the Ancients","The Council Rises"
"2392","Furious Charge","Battering Ram"
"2393","Battle Rage","Bloodshed"
"2394","Ignore Pain","Ignorance is Bliss"
"2395","War Cry","Impunity"
"2396","Wrath of the Berserker","Insanity"
"2397","Weapons Master","Passive"
"2398","Berserker Rage","Passive"
"2399","Ruthless","Passive"
"2400","Boon of Bul-Kathos","Passive"
"2401","Call of the Ancients","Together as One"
"2402","Furious Charge","Battering Ram"
"2403","Ignore Pain","Ignorance is Bliss"
"2404","Battle Rage","Bloodshed"
"2405","Wrath of the Berserker","Striding Giant"
"2406","War Cry","Impunity"
"2407","Superstition","Passive"
"2408","Berserker Rage","Passive"
"2409","Tough as Nails","Passive"
"2410","Boon of Bul-Kathos","Passive"
"2411","Earthquake","Cave-In"
"2412","Leap","Death from Above"
"2413","Wrath of the Berserker","Insanity"
"2414","War Cry","Impunity"
"2415","Battle Rage","Marauder's Rage"
"2416","Sprint","Forced March"
"2417","Boon of Bul-Kathos","Passive"
"2418","Berserker Rage","Passive"
"2419","Earthen Might","Passive"
"2420","Rampage","Passive"
"2421","Call of the Ancients","Together as One"
"2422","Furious Charge","Battering Ram"
"2423","Ignore Pain","Iron Hide"
"2424","Battle Rage","Into the Fray"
"2425","Wrath of the Berserker","Striding Giant"
"2426","War Cry","Impunity"
"2427","Boon of Bul-Kathos","Passive"
"2428","Berserker Rage","Passive"
"2429","Superstition","Passive"
"2430","Tough as Nails","Passive"
"2431","Frenzy","Maniac"
"2432","Furious Charge","Battering Ram"
"2433","Battle Rage","Bloodshed"
"2434","Ignore Pain","Iron Hide"
"2435","Wrath of the Berserker","Insanity"
"2436","Call of the Ancients","The Council Rises"
"2437","Boon of Bul-Kathos","Passive"
"2438","Brawler","Passive"
"2439","Rampage","Passive"
"2440","Berserker Rage","Passive"
"2441","Frenzy","Maniac"
"2442","Furious Charge","Battering Ram"
"2443","Sprint","Marathon"
"2444","Ignore Pain","Ignorance is Bliss"
"2445","Call of the Ancients","The Council Rises"
"2446","Wrath of the Berserker","Insanity"
"2447","Brawler","Passive"
"2448","Rampage","Passive"
"2449","Berserker Rage","Passive"
"2450","Boon of Bul-Kathos","Passive"
"2451","Frenzy","Maniac"
"2452","Furious Charge","Battering Ram"
"2453","Wrath of the Berserker","Insanity"
"2454","Call of the Ancients","The Council Rises"
"2455","War Cry","Impunity"
"2456","Battle Rage","Bloodshed"
"2457","Ruthless","Passive"
"2458","Berserker Rage","Passive"
"2459","Boon of Bul-Kathos","Passive"
"2460","Rampage","Passive"
"2461","Call of the Ancients","The Council Rises"
"2462","Whirlwind","Volcanic Eruption"
"2463","Wrath of the Berserker","Insanity"
"2464","Battle Rage","Marauder's Rage"
"2465","Avalanche","Volcano"
"2466","Furious Charge","Merciless Assault"
"2467","Rampage","Passive"
"2468","Nerves of Steel","Passive"
"2469","Tough as Nails","Passive"
"2470","Superstition","Passive"
"2471","Call of the Ancients","Together as One"
"2472","Furious Charge","Battering Ram"
"2473","Battle Rage","Bloodshed"
"2474","Ignore Pain","Ignorance is Bliss"
"2475","Wrath of the Berserker","Striding Giant"
"2476","War Cry","Impunity"
"2477","Tough as Nails","Passive"
"2478","Boon of Bul-Kathos","Passive"
"2479","Berserker Rage","Passive"
"2480","Superstition","Passive"
"2481","Frenzy","Maniac"
"2482","Furious Charge","Merciless Assault"
"2483","Battle Rage","Bloodshed"
"2484","War Cry","Impunity"
"2485","Wrath of the Berserker","Insanity"
"2486","Call of the Ancients","The Council Rises"
"2487","Superstition","Passive"
"2488","Berserker Rage","Passive"
"2489","Rampage","Passive"
"2490","Boon of Bul-Kathos","Passive"
"2491","Frenzy","Maniac"
"2492","Furious Charge","Battering Ram"
"2493","Call of the Ancients","The Council Rises"
"2494","Wrath of the Berserker","Insanity"
"2495","Battle Rage","Bloodshed"
"2496","Ignore Pain","Ignorance is Bliss"
"2497","Boon of Bul-Kathos","Passive"
"2498","Berserker Rage","Passive"
"2499","Rampage","Passive"
"2500","Weapons Master","Passive"
"2501","Frenzy","Maniac"
"2502","Furious Charge","Battering Ram"
"2503","Wrath of the Berserker","Insanity"
"2504","Ignore Pain","Ignorance is Bliss"
"2505","Battle Rage","Bloodshed"
"2506","Call of the Ancients","The Council Rises"
"2507","Boon of Bul-Kathos","Passive"
"2508","Ruthless","Passive"
"2509","Brawler","Passive"
"2510","Berserker Rage","Passive"
"2511","Frenzy","Maniac"
"2512","Furious Charge","Battering Ram"
"2513","Wrath of the Berserker","Insanity"
"2514","Battle Rage","Bloodshed"
"2515","Call of the Ancients","The Council Rises"
"2516","War Cry","Impunity"
"2517","Berserker Rage","Passive"
"2518","Ruthless","Passive"
"2519","Rampage","Passive"
"2520","Boon of Bul-Kathos","Passive"
"2521","Frenzy","Maniac"
"2522","Furious Charge","Battering Ram"
"2523","Ignore Pain","Iron Hide"
"2524","Battle Rage","Bloodshed"
"2525","Call of the Ancients","The Council Rises"
"2526","Wrath of the Berserker","Insanity"
"2527","Ruthless","Passive"
"2528","Berserker Rage","Passive"
"2529","Superstition","Passive"
"2530","Boon of Bul-Kathos","Passive"
"2531","Frenzy","Maniac"
"2532","Ignore Pain","Ignorance is Bliss"
"2533","Furious Charge","Battering Ram"
"2534","Battle Rage","Bloodshed"
"2535","Call of the Ancients","The Council Rises"
"2536","Wrath of the Berserker","Insanity"
"2537","Berserker Rage","Passive"
"2538","Boon of Bul-Kathos","Passive"
"2539","Ruthless","Passive"
"2540","Superstition","Passive"
"2541","Frenzy","Maniac"
"2542","Furious Charge","Battering Ram"
"2543","War Cry","Impunity"
"2544","Battle Rage","Bloodshed"
"2545","Call of the Ancients","Together as One"
"2546","Wrath of the Berserker","Insanity"
"2547","Berserker Rage","Passive"
"2548","Tough as Nails","Passive"
"2549","Superstition","Passive"
"2550","Nerves of Steel","Passive"
"2551","Call of the Ancients","Together as One"
"2552","Furious Charge","Battering Ram"
"2553","Ignore Pain","Ignorance is Bliss"
"2554","Wrath of the Berserker","Insanity"
"2555","Battle Rage","Bloodshed"
"2556","War Cry","Impunity"
"2557","Ruthless","Passive"
"2558","Brawler","Passive"
"2559","Boon of Bul-Kathos","Passive"
"2560","Berserker Rage","Passive"
"2561","Earthquake","Cave-In"
"2562","Leap","Death from Above"
"2563","Ignore Pain","Iron Hide"
"2564","Ground Stomp","Wrenching Smash"
"2565","Wrath of the Berserker","Insanity"
"2566","Call of the Ancients","Together as One"
"2567","Brawler","Passive"
"2568","Rampage","Passive"
"2569","Berserker Rage","Passive"
"2570","Boon of Bul-Kathos","Passive"
"2571","Rend","Bloodbath"
"2572","Whirlwind","Blood Funnel"
"2573","Sprint","Marathon"
"2574","Call of the Ancients","Ancients' Fury"
"2575","Battle Rage","Bloodshed"
"2576","War Cry","Impunity"
"2577","Berserker Rage","Passive"
"2578","Unforgiving","Passive"
"2579","Rampage","Passive"
"2580","Ruthless","Passive"
"2581","Frenzy","Maniac"
"2582","Furious Charge","Battering Ram"
"2583","Battle Rage","Bloodshed"
"2584","Ignore Pain","Ignorance is Bliss"
"2585","Call of the Ancients","The Council Rises"
"2586","Wrath of the Berserker","Insanity"
"2587","Superstition","Passive"
"2588","Berserker Rage","Passive"
"2589","Boon of Bul-Kathos","Passive"
"2590","Ruthless","Passive"
"2591","Ground Stomp","Trembling Stomp"
"2592","Seismic Slam","Stagger"
"2593","Leap","Death from Above"
"2594","Wrath of the Berserker","Insanity"
"2595","Call of the Ancients","Together as One"
"2596","Battle Rage","Bloodshed"
"2597","Rampage","Passive"
"2598","Boon of Bul-Kathos","Passive"
"2599","Ruthless","Passive"
"2600","Unforgiving","Passive"
"2601","Frenzy","Smite"
"2602","Whirlwind","Wind Shear"
"2603","Sprint","Run Like the Wind"
"2604","Leap","Death from Above"
"2605","Earthquake","The Mountain's Call"
"2606","Call of the Ancients","Together as One"
"2607","Superstition","Passive"
"2608","Ruthless","Passive"
"2609","Brawler","Passive"
"2610","Rampage","Passive"
"2611","Rend","Bloodbath"
"2612","Whirlwind","Dust Devils"
"2613","Battle Rage","Bloodshed"
"2614","Call of the Ancients","Ancients' Fury"
"2615","War Cry","Impunity"
"2616","Wrath of the Berserker","Insanity"
"2617","Superstition","Passive"
"2618","Unforgiving","Passive"
"2619","Ruthless","Passive"
"2620","Weapons Master","Passive"
"2621","Earthquake","Molten Fury"
"2622","Leap","Death from Above"
"2623","Threatening Shout","Demoralize"
"2624","Ignore Pain","Iron Hide"
"2625","Wrath of the Berserker","Insanity"
"2626","Battle Rage","Marauder's Rage"
"2627","Boon of Bul-Kathos","Passive"
"2628","Berserker Rage","Passive"
"2629","Ruthless","Passive"
"2630","Tough as Nails","Passive"
"2631","Frenzy","Maniac"
"2632","Furious Charge","Battering Ram"
"2633","Ignore Pain","Iron Hide"
"2634","Battle Rage","Bloodshed"
"2635","Call of the Ancients","The Council Rises"
"2636","Wrath of the Berserker","Insanity"
"2637","Ruthless","Passive"
"2638","Berserker Rage","Passive"
"2639","Boon of Bul-Kathos","Passive"
"2640","Superstition","Passive"
"2641","Avalanche","Glacier"
"2642","Leap","Call of Arreat"
"2643","Battle Rage","Marauder's Rage"
"2644","Call of the Ancients","Together as One"
"2645","Earthquake","Molten Fury"
"2646","Wrath of the Berserker","Insanity"
"2647","Berserker Rage","Passive"
"2648","Weapons Master","Passive"
"2649","Earthen Might","Passive"
"2650","Ruthless","Passive"
"2651","Whirlwind","Dust Devils"
"2652","Sprint","Run Like the Wind"
"2653","War Cry","Impunity"
"2654","Battle Rage","Marauder's Rage"
"2655","Call of the Ancients","Ancients' Fury"
"2656","Overpower","Killing Spree"
"2657","Rampage","Passive"
"2658","Weapons Master","Passive"
"2659","Ruthless","Passive"
"2660","Brawler","Passive"
"2661","Seismic Slam","Shattered Ground"
"2662","Leap","Death from Above"
"2663","War Cry","Impunity"
"2664","Earthquake","Molten Fury"
"2665","Battle Rage","Swords to Ploughshares"
"2666","Wrath of the Berserker","Insanity"
"2667","Boon of Bul-Kathos","Passive"
"2668","Superstition","Passive"
"2669","Ruthless","Passive"
"2670","Earthen Might","Passive"
"2671","Frenzy","Maniac"
"2672","Call of the Ancients","The Council Rises"
"2673","Furious Charge","Battering Ram"
"2674","Ignore Pain","Ignorance is Bliss"
"2675","Battle Rage","Bloodshed"
"2676","Wrath of the Berserker","Insanity"
"2677","Berserker Rage","Passive"
"2678","Ruthless","Passive"
"2679","Rampage","Passive"
"2680","Boon of Bul-Kathos","Passive"
"2681","Frenzy","Maniac"
"2682","Furious Charge","Battering Ram"
"2683","Ignore Pain","Ignorance is Bliss"
"2684","Battle Rage","Bloodshed"
"2685","Call of the Ancients","The Council Rises"
"2686","Wrath of the Berserker","Insanity"
"2687","Boon of Bul-Kathos","Passive"
"2688","Ruthless","Passive"
"2689","Berserker Rage","Passive"
"2690","Rampage","Passive"
"2691","Frenzy","Maniac"
"2692","Furious Charge","Battering Ram"
"2693","Ignore Pain","Iron Hide"
"2694","Battle Rage","Bloodshed"
"2695","War Cry","Impunity"
"2696","Wrath of the Berserker","Insanity"
"2697","Boon of Bul-Kathos","Passive"
"2698","Rampage","Passive"
"2699","Tough as Nails","Passive"
"2700","Superstition","Passive"
"2701","Frenzy","Maniac"
"2702","Furious Charge","Battering Ram"
"2703","War Cry","Impunity"
"2704","Battle Rage","Bloodshed"
"2705","Call of the Ancients","The Council Rises"
"2706","Wrath of the Berserker","Insanity"
"2707","Boon of Bul-Kathos","Passive"
"2708","Rampage","Passive"
"2709","Berserker Rage","Passive"
"2710","Ruthless","Passive"
"2711","Frenzy","Maniac"
"2712","Call of the Ancients","The Council Rises"
"2713","Furious Charge","Battering Ram"
"2714","Ignore Pain","Iron Hide"
"2715","Battle Rage","Bloodshed"
"2716","Wrath of the Berserker","Insanity"
"2717","Boon of Bul-Kathos","Passive"
"2718","Berserker Rage","Passive"
"2719","Rampage","Passive"
"2720","Superstition","Passive"
"2721","Frenzy","Maniac"
"2722","Furious Charge","Battering Ram"
"2723","Ignore Pain","Ignorance is Bliss"
"2724","Battle Rage","Bloodshed"
"2725","Call of the Ancients","The Council Rises"
"2726","Wrath of the Berserker","Insanity"
"2727","Berserker Rage","Passive"
"2728","Ruthless","Passive"
"2729","Brawler","Passive"
"2730","Boon of Bul-Kathos","Passive"
"2731","Frenzy","Maniac"
"2732","Furious Charge","Battering Ram"
"2733","Battle Rage","Bloodshed"
"2734","Ignore Pain","Ignorance is Bliss"
"2735","Wrath of the Berserker","Insanity"
"2736","Call of the Ancients","The Council Rises"
"2737","Rampage","Passive"
"2738","Berserker Rage","Passive"
"2739","Boon of Bul-Kathos","Passive"
"2740","Ruthless","Passive"
"2741","Frenzy","Maniac"
"2742","Furious Charge","Battering Ram"
"2743","Ignore Pain","Iron Hide"
"2744","Call of the Ancients","The Council Rises"
"2745","Battle Rage","Bloodshed"
"2746","Wrath of the Berserker","Insanity"
"2747","Ruthless","Passive"
"2748","Rampage","Passive"
"2749","Boon of Bul-Kathos","Passive"
"2750","Berserker Rage","Passive"
"2751","Whirlwind","Wind Shear"
"2752","Overpower","Killing Spree"
"2753","Hammer of the Ancients","Thunderstrike"
"2754","Sprint","Forced March"
"2755","Wrath of the Berserker","Insanity"
"2756","Call of the Ancients","Ancients' Fury"
"2757","Weapons Master","Passive"
"2758","Rampage","Passive"
"2759","Ruthless","Passive"
"2760","Brawler","Passive"
"2761","Call of the Ancients","Together as One"
"2762","Battle Rage","Bloodshed"
"2763","Furious Charge","Battering Ram"
"2764","War Cry","Impunity"
"2765","Ignore Pain","Iron Hide"
"2766","Wrath of the Berserker","Insanity"
"2767","Brawler","Passive"
"2768","Tough as Nails","Passive"
"2769","Rampage","Passive"
"2770","Superstition","Passive"
"2771","Frenzy","Maniac"
"2772","Furious Charge","Battering Ram"
"2773","Ignore Pain","Iron Hide"
"2774","Call of the Ancients","The Council Rises"
"2775","Battle Rage","Bloodshed"
"2776","Wrath of the Berserker","Insanity"
"2777","Ruthless","Passive"
"2778","Bloodthirst","Passive"
"2779","Boon of Bul-Kathos","Passive"
"2780","Superstition","Passive"
"2781","Frenzy","Maniac"
"2782","Furious Charge","Battering Ram"
"2783","Sprint","Forced March"
"2784","Wrath of the Berserker","Insanity"
"2785","Battle Rage","Bloodshed"
"2786","War Cry","Impunity"
"2787","Rampage","Passive"
"2788","Berserker Rage","Passive"
"2789","Boon of Bul-Kathos","Passive"
"2790","Brawler","Passive"
"2791","Frenzy","Maniac"
"2792","Furious Charge","Battering Ram"
"2793","Ignore Pain","Bravado"
"2794","Battle Rage","Bloodshed"
"2795","Call of the Ancients","The Council Rises"
"2796","Wrath of the Berserker","Striding Giant"
"2797","Relentless","Passive"
"2798","Superstition","Passive"
"2799","Boon of Bul-Kathos","Passive"
"2800","Tough as Nails","Passive"
"2801","Frenzy","Maniac"
"2802","War Cry","Impunity"
"2803","Battle Rage","Marauder's Rage"
"2804","Leap","Iron Impact"
"2805","Wrath of the Berserker","Insanity"
"2806","Call of the Ancients","The Council Rises"
"2807","Berserker Rage","Passive"
"2808","Boon of Bul-Kathos","Passive"
"2809","Bloodthirst","Passive"
"2810","Rampage","Passive"
"2811","Frenzy","Maniac"
"2812","Furious Charge","Battering Ram"
"2813","Ignore Pain","Iron Hide"
"2814","Battle Rage","Bloodshed"
"2815","Call of the Ancients","The Council Rises"
"2816","Wrath of the Berserker","Insanity"
"2817","Boon of Bul-Kathos","Passive"
"2818","Ruthless","Passive"
"2819","Berserker Rage","Passive"
"2820","Superstition","Passive"
"2821","Frenzy","Maniac"
"2822","Furious Charge","Battering Ram"
"2823","Call of the Ancients","The Council Rises"
"2824","Wrath of the Berserker","Insanity"
"2825","Battle Rage","Bloodshed"
"2826","Sprint","Run Like the Wind"
"2827","Rampage","Passive"
"2828","Brawler","Passive"
"2829","Berserker Rage","Passive"
"2830","Boon of Bul-Kathos","Passive"
"2831","Call of the Ancients","The Council Rises"
"2832","Furious Charge","Merciless Assault"
"2833","Ignore Pain","Ignorance is Bliss"
"2834","Battle Rage","Bloodshed"
"2835","War Cry","Impunity"
"2836","Wrath of the Berserker","Insanity"
"2837","Tough as Nails","Passive"
"2838","Superstition","Passive"
"2839","Ruthless","Passive"
"2840","Boon of Bul-Kathos","Passive"
