"","Spell","Rune"
"7800","Pierce the Veil","Passive"
"7801","Fetish Army","Legion of Daggers"
"7802","Piranhas","Piranhado"
"7803","Mass Confusion","Paranoia"
"7804","Spirit Walk","Jaunt"
"7805","Horrify","Face of Death"
"7806","Big Bad Voodoo","Slam Dance"
"7807","Tribal Rites","Passive"
"7808","Creeping Death","Passive"
"7809","Grave Injustice","Passive"
"7810","Spirit Vessel","Passive"
"7811","Plague of Toads","Rain of Toads"
"7812","Piranhas","Piranhado"
"7813","Spirit Walk","Jaunt"
"7814","Big Bad Voodoo","Slam Dance"
"7815","Fetish Army","Legion of Daggers"
"7816","Summon Zombie Dogs","Leeching Beasts"
"7817","Fetish Sycophants","Passive"
"7818","Gruesome Feast","Passive"
"7819","Pierce the Veil","Passive"
"7820","Spirit Vessel","Passive"
"7821","Plague of Toads","Rain of Toads"
"7822","Piranhas","Frozen Piranhas"
"7823","Spirit Walk","Jaunt"
"7824","Big Bad Voodoo","Slam Dance"
"7825","Fetish Army","Legion of Daggers"
"7826","Summon Zombie Dogs","Leeching Beasts"
"7827","Grave Injustice","Passive"
"7828","Gruesome Feast","Passive"
"7829","Pierce the Veil","Passive"
"7830","Fetish Sycophants","Passive"
"7831","Haunt","Poisoned Spirit"
"7832","Locust Swarm","Pestilence"
"7833","Spirit Walk","Jaunt"
"7834","Soul Harvest","Siphon"
"7835","Horrify","Stalker"
"7836","Piranhas","Piranhado"
"7837","Creeping Death","Passive"
"7838","Spirit Vessel","Passive"
"7839","Gruesome Feast","Passive"
"7840","Grave Injustice","Passive"
"7841","Haunt","Poisoned Spirit"
"7842","Locust Swarm","Pestilence"
"7843","Piranhas","Piranhado"
"7844","Spirit Walk","Jaunt"
"7845","Soul Harvest","Siphon"
"7846","Horrify","Frightening Aspect"
"7847","Spirit Vessel","Passive"
"7848","Gruesome Feast","Passive"
"7849","Grave Injustice","Passive"
"7850","Creeping Death","Passive"
"7851","Plague of Toads","Rain of Toads"
"7852","Spirit Walk","Jaunt"
"7853","Big Bad Voodoo","Slam Dance"
"7854","Piranhas","Piranhado"
"7855","Summon Zombie Dogs","Rabid Dogs"
"7856","Fetish Army","Legion of Daggers"
"7857","Pierce the Veil","Passive"
"7858","Gruesome Feast","Passive"
"7859","Fetish Sycophants","Passive"
"7860","Fierce Loyalty","Passive"
"7861","Plague of Toads","Rain of Toads"
"7862","Fetish Army","Legion of Daggers"
"7863","Big Bad Voodoo","Slam Dance"
"7864","Piranhas","Piranhado"
"7865","Spirit Walk","Jaunt"
"7866","Summon Zombie Dogs","Life Link"
"7867","Fierce Loyalty","Passive"
"7868","Pierce the Veil","Passive"
"7869","Spirit Vessel","Passive"
"7870","Fetish Sycophants","Passive"
"7871","Poison Dart","Snake to the Face"
"7872","Piranhas","Piranhado"
"7873","Spirit Walk","Jaunt"
"7874","Big Bad Voodoo","Slam Dance"
"7875","Fetish Army","Legion of Daggers"
"7876","Wall of Zombies","Wrecking Crew"
"7877","Pierce the Veil","Passive"
"7878","Spirit Vessel","Passive"
"7879","Zombie Handler","Passive"
"7880","Fetish Sycophants","Passive"
"7881","Plague of Toads","Rain of Toads"
"7882","Big Bad Voodoo","Slam Dance"
"7883","Spirit Walk","Jaunt"
"7884","Gargantuan","Wrathful Protector"
"7885","Summon Zombie Dogs","Burning Dogs"
"7886","Piranhas","Piranhado"
"7887","Midnight Feast","Passive"
"7888","Fetish Sycophants","Passive"
"7889","Zombie Handler","Passive"
"7890","Grave Injustice","Passive"
"7891","Haunt","Resentful Spirits"
"7892","Locust Swarm","Pestilence"
"7893","Spirit Walk","Jaunt"
"7894","Soul Harvest","Siphon"
"7895","Piranhas","Piranhado"
"7896","Horrify","Stalker"
"7897","Grave Injustice","Passive"
"7898","Creeping Death","Passive"
"7899","Gruesome Feast","Passive"
"7900","Pierce the Veil","Passive"
"7901","Haunt","Poisoned Spirit"
"7902","Horrify","Face of Death"
"7903","Spirit Walk","Jaunt"
"7904","Fetish Army","Legion of Daggers"
"7905","Big Bad Voodoo","Slam Dance"
"7906","Piranhas","Piranhado"
"7907","Jungle Fortitude","Passive"
"7908","Grave Injustice","Passive"
"7909","Creeping Death","Passive"
"7910","Spirit Vessel","Passive"
"7911","Haunt","Lingering Spirit"
"7912","Piranhas","Piranhado"
"7913","Soul Harvest","Siphon"
"7914","Spirit Walk","Jaunt"
"7915","Horrify","Ruthless Terror"
"7916","Locust Swarm","Pestilence"
"7917","Pierce the Veil","Passive"
"7918","Creeping Death","Passive"
"7919","Grave Injustice","Passive"
"7920","Spirit Vessel","Passive"
"7921","Haunt","Resentful Spirits"
"7922","Soul Harvest","Siphon"
"7923","Spirit Walk","Jaunt"
"7924","Horrify","Face of Death"
"7925","Locust Swarm","Pestilence"
"7926","Piranhas","Piranhado"
"7927","Pierce the Veil","Passive"
"7928","Spirit Vessel","Passive"
"7929","Grave Injustice","Passive"
"7930","Creeping Death","Passive"
"7931","Piranhas","Piranhado"
"7932","Spirit Walk","Jaunt"
"7933","Haunt","Resentful Spirits"
"7934","Horrify","Frightening Aspect"
"7935","Locust Swarm","Devouring Swarm"
"7936","Soul Harvest","Siphon"
"7937","Spirit Vessel","Passive"
"7938","Grave Injustice","Passive"
"7939","Creeping Death","Passive"
"7940","Pierce the Veil","Passive"
"7941","Haunt","Resentful Spirits"
"7942","Locust Swarm","Cloud of Insects"
"7943","Horrify","Frightening Aspect"
"7944","Soul Harvest","Siphon"
"7945","Spirit Walk","Jaunt"
"7946","Piranhas","Piranhado"
"7947","Grave Injustice","Passive"
"7948","Creeping Death","Passive"
"7949","Pierce the Veil","Passive"
"7950","Spirit Vessel","Passive"
"7951","Haunt","Poisoned Spirit"
"7952","Soul Harvest","Vengeful Spirit"
"7953","Spirit Walk","Healing Journey"
"7954","Piranhas","Piranhado"
"7955","Locust Swarm","Pestilence"
"7956","Horrify","Face of Death"
"7957","Spirit Vessel","Passive"
"7958","Pierce the Veil","Passive"
"7959","Gruesome Feast","Passive"
"7960","Grave Injustice","Passive"
"7961","Locust Swarm","Pestilence"
"7962","Piranhas","Piranhado"
"7963","Horrify","Face of Death"
"7964","Soul Harvest","Siphon"
"7965","Spirit Walk","Jaunt"
"7966","Haunt","Poisoned Spirit"
"7967","Creeping Death","Passive"
"7968","Pierce the Veil","Passive"
"7969","Spirit Vessel","Passive"
"7970","Grave Injustice","Passive"
"7971","Plague of Toads","Rain of Toads"
"7972","Fetish Army","Legion of Daggers"
"7973","Summon Zombie Dogs","Leeching Beasts"
"7974","Spirit Walk","Jaunt"
"7975","Big Bad Voodoo","Slam Dance"
"7976","Gargantuan","Humongoid"
"7977","Zombie Handler","Passive"
"7978","Fierce Loyalty","Passive"
"7979","Midnight Feast","Passive"
"7980","Fetish Sycophants","Passive"
"7981","Plague of Toads","Rain of Toads"
"7982","Horrify","Face of Death"
"7983","Big Bad Voodoo","Slam Dance"
"7984","Fetish Army","Legion of Daggers"
"7985","Sacrifice","Provoke the Pack"
"7986","Spirit Walk","Jaunt"
"7987","Fetish Sycophants","Passive"
"7988","Spirit Vessel","Passive"
"7989","Gruesome Feast","Passive"
"7990","Pierce the Veil","Passive"
"7991","Haunt","Resentful Spirits"
"7992","Locust Swarm","Pestilence"
"7993","Piranhas","Piranhado"
"7994","Soul Harvest","Swallow Your Soul"
"7995","Spirit Walk","Jaunt"
"7996","Horrify","Frightening Aspect"
"7997","Spirit Vessel","Passive"
"7998","Creeping Death","Passive"
"7999","Grave Injustice","Passive"
"8000","Pierce the Veil","Passive"
"8001","Piranhas","Frozen Piranhas"
"8002","Plague of Toads","Rain of Toads"
"8003","Spirit Walk","Jaunt"
"8004","Big Bad Voodoo","Slam Dance"
"8005","Fetish Army","Legion of Daggers"
"8006","Summon Zombie Dogs","Leeching Beasts"
"8007","Pierce the Veil","Passive"
"8008","Gruesome Feast","Passive"
"8009","Fetish Sycophants","Passive"
"8010","Spirit Vessel","Passive"
"8011","Haunt","Poisoned Spirit"
"8012","Horrify","Face of Death"
"8013","Spirit Walk","Jaunt"
"8014","Fetish Army","Legion of Daggers"
"8015","Big Bad Voodoo","Slam Dance"
"8016","Piranhas","Piranhado"
"8017","Jungle Fortitude","Passive"
"8018","Spirit Vessel","Passive"
"8019","Creeping Death","Passive"
"8020","Grave Injustice","Passive"
"8021","Haunt","Resentful Spirits"
"8022","Locust Swarm","Searing Locusts"
"8023","Soul Harvest","Languish"
"8024","Horrify","Ruthless Terror"
"8025","Spirit Walk","Jaunt"
"8026","Piranhas","Piranhado"
"8027","Spirit Vessel","Passive"
"8028","Grave Injustice","Passive"
"8029","Creeping Death","Passive"
"8030","Pierce the Veil","Passive"
"8031","Plague of Toads","Rain of Toads"
"8032","Haunt","Poisoned Spirit"
"8033","Spirit Walk","Jaunt"
"8034","Big Bad Voodoo","Slam Dance"
"8035","Fetish Army","Legion of Daggers"
"8036","Summon Zombie Dogs","Life Link"
"8037","Jungle Fortitude","Passive"
"8038","Pierce the Veil","Passive"
"8039","Gruesome Feast","Passive"
"8040","Fetish Sycophants","Passive"
"8041","Haunt","Poisoned Spirit"
"8042","Locust Swarm","Pestilence"
"8043","Spirit Walk","Jaunt"
"8044","Piranhas","Piranhado"
"8045","Soul Harvest","Swallow Your Soul"
"8046","Horrify","Ruthless Terror"
"8047","Pierce the Veil","Passive"
"8048","Creeping Death","Passive"
"8049","Grave Injustice","Passive"
"8050","Spirit Vessel","Passive"
"8051","Plague of Toads","Rain of Toads"
"8052","Sacrifice","Provoke the Pack"
"8053","Horrify","Face of Death"
"8054","Big Bad Voodoo","Slam Dance"
"8055","Spirit Walk","Healing Journey"
"8056","Fetish Army","Legion of Daggers"
"8057","Spirit Vessel","Passive"
"8058","Gruesome Feast","Passive"
"8059","Pierce the Veil","Passive"
"8060","Fetish Sycophants","Passive"
"8061","Plague of Toads","Rain of Toads"
"8062","Piranhas","Frozen Piranhas"
"8063","Spirit Walk","Jaunt"
"8064","Summon Zombie Dogs","Leeching Beasts"
"8065","Big Bad Voodoo","Slam Dance"
"8066","Fetish Army","Legion of Daggers"
"8067","Pierce the Veil","Passive"
"8068","Fetish Sycophants","Passive"
"8069","Midnight Feast","Passive"
"8070","Zombie Handler","Passive"
"8071","Haunt","Resentful Spirits"
"8072","Spirit Walk","Jaunt"
"8073","Locust Swarm","Pestilence"
"8074","Piranhas","Piranhado"
"8075","Horrify","Frightening Aspect"
"8076","Soul Harvest","Siphon"
"8077","Creeping Death","Passive"
"8078","Spirit Vessel","Passive"
"8079","Gruesome Feast","Passive"
"8080","Pierce the Veil","Passive"
"8081","Locust Swarm","Pestilence"
"8082","Haunt","Lingering Spirit"
"8083","Spirit Walk","Jaunt"
"8084","Piranhas","Piranhado"
"8085","Soul Harvest","Siphon"
"8086","Horrify","Frightening Aspect"
"8087","Creeping Death","Passive"
"8088","Grave Injustice","Passive"
"8089","Pierce the Veil","Passive"
"8090","Spirit Vessel","Passive"
"8091","Haunt","Resentful Spirits"
"8092","Locust Swarm","Pestilence"
"8093","Soul Harvest","Siphon"
"8094","Spirit Walk","Jaunt"
"8095","Piranhas","Piranhado"
"8096","Horrify","Stalker"
"8097","Creeping Death","Passive"
"8098","Spirit Vessel","Passive"
"8099","Grave Injustice","Passive"
"8100","Pierce the Veil","Passive"
"8101","Haunt","Poisoned Spirit"
"8102","Piranhas","Piranhado"
"8103","Horrify","Face of Death"
"8104","Spirit Walk","Healing Journey"
"8105","Big Bad Voodoo","Slam Dance"
"8106","Fetish Army","Head Hunters"
"8107","Creeping Death","Passive"
"8108","Grave Injustice","Passive"
"8109","Spirit Vessel","Passive"
"8110","Jungle Fortitude","Passive"
"8111","Plague of Toads","Explosive Toads"
"8112","Soul Harvest","Vengeful Spirit"
"8113","Piranhas","Piranhado"
"8114","Big Bad Voodoo","Slam Dance"
"8115","Summon Zombie Dogs","Burning Dogs"
"8116","Spirit Walk","Jaunt"
"8117","Pierce the Veil","Passive"
"8118","Tribal Rites","Passive"
"8119","Gruesome Feast","Passive"
"8120","Fetish Sycophants","Passive"
"8121","Piranhas","Piranhado"
"8122","Hex","Jinx"
"8123","Spirit Walk","Jaunt"
"8124","Horrify","Face of Death"
"8125","Mass Confusion","Paranoia"
"8126","Big Bad Voodoo","Slam Dance"
"8127","Spirit Vessel","Passive"
"8128","Tribal Rites","Passive"
"8129","Grave Injustice","Passive"
"8130","Jungle Fortitude","Passive"
"8131","Plague of Toads","Rain of Toads"
"8132","Piranhas","Piranhado"
"8133","Summon Zombie Dogs","Leeching Beasts"
"8134","Big Bad Voodoo","Slam Dance"
"8135","Fetish Army","Legion of Daggers"
"8136","Gargantuan","Restless Giant"
"8137","Fetish Sycophants","Passive"
"8138","Pierce the Veil","Passive"
"8139","Midnight Feast","Passive"
"8140","Gruesome Feast","Passive"
"8141","Haunt","Poisoned Spirit"
"8142","Piranhas","Piranhado"
"8143","Locust Swarm","Pestilence"
"8144","Horrify","Frightening Aspect"
"8145","Soul Harvest","Vengeful Spirit"
"8146","Spirit Walk","Jaunt"
"8147","Creeping Death","Passive"
"8148","Spirit Vessel","Passive"
"8149","Pierce the Veil","Passive"
"8150","Grave Injustice","Passive"
"8151","Haunt","Resentful Spirits"
"8152","Piranhas","Piranhado"
"8153","Soul Harvest","Siphon"
"8154","Locust Swarm","Pestilence"
"8155","Spirit Walk","Jaunt"
"8156","Horrify","Face of Death"
"8157","Grave Injustice","Passive"
"8158","Pierce the Veil","Passive"
"8159","Creeping Death","Passive"
"8160","Spirit Vessel","Passive"
"8161","Locust Swarm","Pestilence"
"8162","Haunt","Resentful Spirits"
"8163","Piranhas","Piranhado"
"8164","Soul Harvest","Siphon"
"8165","Spirit Walk","Jaunt"
"8166","Horrify","Frightening Aspect"
"8167","Creeping Death","Passive"
"8168","Pierce the Veil","Passive"
"8169","Grave Injustice","Passive"
"8170","Spirit Vessel","Passive"
"8171","Poison Dart","Snake to the Face"
"8172","Piranhas","Piranhado"
"8173","Spirit Walk","Jaunt"
"8174","Wall of Zombies","Wrecking Crew"
"8175","Big Bad Voodoo","Slam Dance"
"8176","Fetish Army","Legion of Daggers"
"8177","Gruesome Feast","Passive"
"8178","Fetish Sycophants","Passive"
"8179","Spirit Vessel","Passive"
"8180","Pierce the Veil","Passive"
"8181","Plague of Toads","Rain of Toads"
"8182","Sacrifice","Provoke the Pack"
"8183","Fetish Army","Legion of Daggers"
"8184","Big Bad Voodoo","Slam Dance"
"8185","Horrify","Face of Death"
"8186","Spirit Walk","Jaunt"
"8187","Gruesome Feast","Passive"
"8188","Grave Injustice","Passive"
"8189","Spirit Vessel","Passive"
"8190","Pierce the Veil","Passive"
"8191","Plague of Toads","Rain of Toads"
"8192","Summon Zombie Dogs","Burning Dogs"
"8193","Big Bad Voodoo","Slam Dance"
"8194","Fetish Army","Legion of Daggers"
"8195","Spirit Walk","Jaunt"
"8196","Piranhas","Frozen Piranhas"
"8197","Pierce the Veil","Passive"
"8198","Midnight Feast","Passive"
"8199","Spirit Vessel","Passive"
"8200","Fetish Sycophants","Passive"
"8201","Haunt","Poisoned Spirit"
"8202","Locust Swarm","Pestilence"
"8203","Spirit Walk","Jaunt"
"8204","Piranhas","Piranhado"
"8205","Horrify","Frightening Aspect"
"8206","Soul Harvest","Siphon"
"8207","Creeping Death","Passive"
"8208","Grave Injustice","Passive"
"8209","Spirit Vessel","Passive"
"8210","Pierce the Veil","Passive"
"8211","Haunt","Poisoned Spirit"
"8212","Piranhas","Piranhado"
"8213","Spirit Walk","Jaunt"
"8214","Soul Harvest","Siphon"
"8215","Locust Swarm","Pestilence"
"8216","Horrify","Frightening Aspect"
"8217","Spirit Vessel","Passive"
"8218","Grave Injustice","Passive"
"8219","Creeping Death","Passive"
"8220","Pierce the Veil","Passive"
"8221","Locust Swarm","Devouring Swarm"
"8222","Piranhas","Piranhado"
"8223","Soul Harvest","Siphon"
"8224","Spirit Walk","Jaunt"
"8225","Haunt","Resentful Spirits"
"8226","Horrify","Stalker"
"8227","Grave Injustice","Passive"
"8228","Pierce the Veil","Passive"
"8229","Spirit Vessel","Passive"
"8230","Creeping Death","Passive"
"8231","Haunt","Poisoned Spirit"
"8232","Locust Swarm","Pestilence"
"8233","Spirit Walk","Jaunt"
"8234","Piranhas","Piranhado"
"8235","Horrify","Ruthless Terror"
"8236","Soul Harvest","Siphon"
"8237","Pierce the Veil","Passive"
"8238","Spirit Vessel","Passive"
"8239","Grave Injustice","Passive"
"8240","Creeping Death","Passive"
"8241","Poison Dart","Snake to the Face"
"8242","Wall of Zombies","Wrecking Crew"
"8243","Fetish Army","Legion of Daggers"
"8244","Big Bad Voodoo","Slam Dance"
"8245","Spirit Walk","Jaunt"
"8246","Piranhas","Piranhado"
"8247","Tribal Rites","Passive"
"8248","Spirit Vessel","Passive"
"8249","Pierce the Veil","Passive"
"8250","Fetish Sycophants","Passive"
"8251","Piranhas","Piranhado"
"8252","Locust Swarm","Pestilence"
"8253","Big Bad Voodoo","Slam Dance"
"8254","Mass Confusion","Paranoia"
"8255","Horrify","Face of Death"
"8256","Spirit Walk","Healing Journey"
"8257","Creeping Death","Passive"
"8258","Bad Medicine","Passive"
"8259","Spirit Vessel","Passive"
"8260","Grave Injustice","Passive"
"8261","Plague of Toads","Rain of Toads"
"8262","Piranhas","Piranhado"
"8263","Spirit Walk","Jaunt"
"8264","Fetish Army","Legion of Daggers"
"8265","Summon Zombie Dogs","Rabid Dogs"
"8266","Big Bad Voodoo","Slam Dance"
"8267","Fetish Sycophants","Passive"
"8268","Pierce the Veil","Passive"
"8269","Midnight Feast","Passive"
"8270","Fierce Loyalty","Passive"
"8271","Haunt","Resentful Spirits"
"8272","Locust Swarm","Pestilence"
"8273","Spirit Walk","Jaunt"
"8274","Piranhas","Piranhado"
"8275","Soul Harvest","Siphon"
"8276","Horrify","Frightening Aspect"
"8277","Grave Injustice","Passive"
"8278","Pierce the Veil","Passive"
"8279","Creeping Death","Passive"
"8280","Spirit Vessel","Passive"
"8281","Haunt","Resentful Spirits"
"8282","Locust Swarm","Pestilence"
"8283","Spirit Walk","Jaunt"
"8284","Soul Harvest","Siphon"
"8285","Piranhas","Piranhado"
"8286","Horrify","Face of Death"
"8287","Creeping Death","Passive"
"8288","Grave Injustice","Passive"
"8289","Pierce the Veil","Passive"
"8290","Spirit Vessel","Passive"
"8291","Fetish Army","Legion of Daggers"
"8292","Spirit Walk","Jaunt"
"8293","Haunt","Poisoned Spirit"
"8294","Horrify","Face of Death"
"8295","Piranhas","Piranhado"
"8296","Big Bad Voodoo","Slam Dance"
"8297","Tribal Rites","Passive"
"8298","Creeping Death","Passive"
"8299","Grave Injustice","Passive"
"8300","Spirit Vessel","Passive"
"8301","Plague of Toads","Rain of Toads"
"8302","Piranhas","Wave of Mutilation"
"8303","Big Bad Voodoo","Slam Dance"
"8304","Spirit Walk","Jaunt"
"8305","Summon Zombie Dogs","Leeching Beasts"
"8306","Fetish Army","Legion of Daggers"
"8307","Fetish Sycophants","Passive"
"8308","Pierce the Veil","Passive"
"8309","Spirit Vessel","Passive"
"8310","Midnight Feast","Passive"
"8311","Haunt","Poisoned Spirit"
"8312","Piranhas","Piranhado"
"8313","Spirit Walk","Jaunt"
"8314","Soul Harvest","Siphon"
"8315","Horrify","Face of Death"
"8316","Locust Swarm","Pestilence"
"8317","Creeping Death","Passive"
"8318","Spirit Vessel","Passive"
"8319","Pierce the Veil","Passive"
"8320","Grave Injustice","Passive"
"8321","Haunt","Resentful Spirits"
"8322","Piranhas","Piranhado"
"8323","Spirit Walk","Jaunt"
"8324","Soul Harvest","Vengeful Spirit"
"8325","Horrify","Face of Death"
"8326","Locust Swarm","Pestilence"
"8327","Gruesome Feast","Passive"
"8328","Creeping Death","Passive"
"8329","Grave Injustice","Passive"
"8330","Spirit Vessel","Passive"
"8331","Locust Swarm","Pestilence"
"8332","Haunt","Resentful Spirits"
"8333","Horrify","Stalker"
"8334","Spirit Walk","Jaunt"
"8335","Soul Harvest","Swallow Your Soul"
"8336","Piranhas","Piranhado"
"8337","Spirit Vessel","Passive"
"8338","Creeping Death","Passive"
"8339","Grave Injustice","Passive"
"8340","Pierce the Veil","Passive"
"8341","Mass Confusion","Paranoia"
"8342","Piranhas","Piranhado"
"8343","Haunt","Poisoned Spirit"
"8344","Horrify","Face of Death"
"8345","Big Bad Voodoo","Slam Dance"
"8346","Spirit Walk","Jaunt"
"8347","Jungle Fortitude","Passive"
"8348","Creeping Death","Passive"
"8349","Tribal Rites","Passive"
"8350","Spirit Vessel","Passive"
"8351","Locust Swarm","Pestilence"
"8352","Haunt","Resentful Spirits"
"8353","Summon Zombie Dogs","Leeching Beasts"
"8354","Soul Harvest","Siphon"
"8355","Spirit Walk","Healing Journey"
"8356","Horrify","Ruthless Terror"
"8357","Pierce the Veil","Passive"
"8358","Fierce Loyalty","Passive"
"8359","Creeping Death","Passive"
"8360","Grave Injustice","Passive"
"8361","Poison Dart","Splinters"
"8362","Haunt","Poisoned Spirit"
"8363","Piranhas","Piranhado"
"8364","Fetish Army","Legion of Daggers"
"8365","Spirit Walk","Jaunt"
"8366","Horrify","Face of Death"
"8367","Bad Medicine","Passive"
"8368","Vision Quest","Passive"
"8369","Pierce the Veil","Passive"
"8370","Fetish Sycophants","Passive"
"8371","Plague of Toads","Rain of Toads"
"8372","Sacrifice","Provoke the Pack"
"8373","Horrify","Face of Death"
"8374","Big Bad Voodoo","Slam Dance"
"8375","Piranhas","Piranhado"
"8376","Fetish Army","Legion of Daggers"
"8377","Fetish Sycophants","Passive"
"8378","Gruesome Feast","Passive"
"8379","Pierce the Veil","Passive"
"8380","Spirit Vessel","Passive"
"8381","Piranhas","Piranhado"
"8382","Fetish Army","Tiki Torchers"
"8383","Spirit Walk","Jaunt"
"8384","Horrify","Face of Death"
"8385","Mass Confusion","Paranoia"
"8386","Big Bad Voodoo","Slam Dance"
"8387","Creeping Death","Passive"
"8388","Grave Injustice","Passive"
"8389","Tribal Rites","Passive"
"8390","Spirit Vessel","Passive"
"8391","Plague of Toads","Rain of Toads"
"8392","Horrify","Face of Death"
"8393","Big Bad Voodoo","Slam Dance"
"8394","Sacrifice","Provoke the Pack"
"8395","Fetish Army","Legion of Daggers"
"8396","Spirit Walk","Umbral Shock"
"8397","Fetish Sycophants","Passive"
"8398","Spirit Vessel","Passive"
"8399","Gruesome Feast","Passive"
"8400","Pierce the Veil","Passive"
"8401","Haunt","Resentful Spirits"
"8402","Piranhas","Piranhado"
"8403","Spirit Walk","Jaunt"
"8404","Soul Harvest","Siphon"
"8405","Horrify","Stalker"
"8406","Locust Swarm","Pestilence"
"8407","Spirit Vessel","Passive"
"8408","Creeping Death","Passive"
"8409","Grave Injustice","Passive"
"8410","Gruesome Feast","Passive"
"8411","Locust Swarm","Pestilence"
"8412","Haunt","Poisoned Spirit"
"8413","Spirit Walk","Jaunt"
"8414","Horrify","Face of Death"
"8415","Piranhas","Piranhado"
"8416","Soul Harvest","Siphon"
"8417","Pierce the Veil","Passive"
"8418","Creeping Death","Passive"
"8419","Grave Injustice","Passive"
"8420","Spirit Vessel","Passive"
"8421","Haunt","Poisoned Spirit"
"8422","Piranhas","Piranhado"
"8423","Spirit Walk","Jaunt"
"8424","Big Bad Voodoo","Slam Dance"
"8425","Fetish Army","Legion of Daggers"
"8426","Summon Zombie Dogs","Burning Dogs"
"8427","Pierce the Veil","Passive"
"8428","Grave Injustice","Passive"
"8429","Midnight Feast","Passive"
"8430","Fetish Sycophants","Passive"
"8431","Haunt","Poisoned Spirit"
"8432","Horrify","Face of Death"
"8433","Spirit Walk","Jaunt"
"8434","Fetish Army","Devoted Following"
"8435","Piranhas","Piranhado"
"8436","Big Bad Voodoo","Slam Dance"
"8437","Creeping Death","Passive"
"8438","Grave Injustice","Passive"
"8439","Spirit Vessel","Passive"
"8440","Tribal Rites","Passive"
"8441","Locust Swarm","Pestilence"
"8442","Piranhas","Piranhado"
"8443","Spirit Walk","Jaunt"
"8444","Horrify","Stalker"
"8445","Soul Harvest","Siphon"
"8446","Haunt","Poisoned Spirit"
"8447","Pierce the Veil","Passive"
"8448","Spirit Vessel","Passive"
"8449","Creeping Death","Passive"
"8450","Grave Injustice","Passive"
"8451","Plague of Toads","Rain of Toads"
"8452","Fetish Army","Legion of Daggers"
"8453","Spirit Walk","Jaunt"
"8454","Piranhas","Wave of Mutilation"
"8455","Mass Confusion","Paranoia"
"8456","Big Bad Voodoo","Slam Dance"
"8457","Fetish Sycophants","Passive"
"8458","Grave Injustice","Passive"
"8459","Spirit Vessel","Passive"
"8460","Pierce the Veil","Passive"
"8461","Plague of Toads","Rain of Toads"
"8462","Big Bad Voodoo","Slam Dance"
"8463","Piranhas","Piranhado"
"8464","Spirit Walk","Jaunt"
"8465","Fetish Army","Legion of Daggers"
"8466","Mass Confusion","Paranoia"
"8467","Spirit Vessel","Passive"
"8468","Pierce the Veil","Passive"
"8469","Fetish Sycophants","Passive"
"8470","Grave Injustice","Passive"
"8471","Big Bad Voodoo","Slam Dance"
"8472","Plague of Toads","Rain of Toads"
"8473","Piranhas","Frozen Piranhas"
"8474","Horrify","Face of Death"
"8475","Spirit Walk","Jaunt"
"8476","Fetish Army","Legion of Daggers"
"8477","Spirit Vessel","Passive"
"8478","Grave Injustice","Passive"
"8479","Gruesome Feast","Passive"
"8480","Fetish Sycophants","Passive"
"8481","Haunt","Resentful Spirits"
"8482","Piranhas","Piranhado"
"8483","Spirit Walk","Jaunt"
"8484","Soul Harvest","Siphon"
"8485","Locust Swarm","Pestilence"
"8486","Horrify","Frightening Aspect"
"8487","Spirit Vessel","Passive"
"8488","Grave Injustice","Passive"
"8489","Pierce the Veil","Passive"
"8490","Creeping Death","Passive"
"8491","Poison Dart","Snake to the Face"
"8492","Wall of Zombies","Wrecking Crew"
"8493","Spirit Walk","Healing Journey"
"8494","Piranhas","Piranhado"
"8495","Big Bad Voodoo","Slam Dance"
"8496","Fetish Army","Legion of Daggers"
"8497","Spirit Vessel","Passive"
"8498","Pierce the Veil","Passive"
"8499","Fetish Sycophants","Passive"
"8500","Tribal Rites","Passive"
"8501","Haunt","Resentful Spirits"
"8502","Piranhas","Piranhado"
"8503","Soul Harvest","Siphon"
"8504","Horrify","Frightening Aspect"
"8505","Spirit Walk","Healing Journey"
"8506","Locust Swarm","Pestilence"
"8507","Spirit Vessel","Passive"
"8508","Pierce the Veil","Passive"
"8509","Creeping Death","Passive"
"8510","Grave Injustice","Passive"
"8511","Plague of Toads","Rain of Toads"
"8512","Piranhas","Piranhado"
"8513","Summon Zombie Dogs","Rabid Dogs"
"8514","Spirit Walk","Jaunt"
"8515","Big Bad Voodoo","Slam Dance"
"8516","Fetish Army","Legion of Daggers"
"8517","Pierce the Veil","Passive"
"8518","Fierce Loyalty","Passive"
"8519","Midnight Feast","Passive"
"8520","Grave Injustice","Passive"
"8521","Plague of Toads","Rain of Toads"
"8522","Horrify","Face of Death"
"8523","Spirit Walk","Jaunt"
"8524","Summon Zombie Dogs","Rabid Dogs"
"8525","Fetish Army","Head Hunters"
"8526","Big Bad Voodoo","Slam Dance"
"8527","Pierce the Veil","Passive"
"8528","Midnight Feast","Passive"
"8529","Fetish Sycophants","Passive"
"8530","Gruesome Feast","Passive"
"8531","Haunt","Resentful Spirits"
"8532","Locust Swarm","Pestilence"
"8533","Spirit Walk","Jaunt"
"8534","Horrify","Frightening Aspect"
"8535","Soul Harvest","Siphon"
"8536","Piranhas","Piranhado"
"8537","Grave Injustice","Passive"
"8538","Pierce the Veil","Passive"
"8539","Spirit Vessel","Passive"
"8540","Creeping Death","Passive"
"8541","Plague of Toads","Rain of Toads"
"8542","Piranhas","Frozen Piranhas"
"8543","Big Bad Voodoo","Slam Dance"
"8544","Fetish Army","Legion of Daggers"
